Medicine_ID,Medicine_Name,Category,Stock_Quantity,Price_per_unit,Supplier_Name,Expiry_Date,Purchase_Date,Reorder_Level,Prescription_Required,Units_Sold,Storage_Location
MED6769,Ibuprofen,Tablet,16.0,121.44,Caremed Pvt Ltd,10-07-2027,08-06-2025,96.0,NO,51.0,Rack A
MED6840,Azithromycin,Syrup,19.0,436.26,Apollo Meds,04-09-2028,03-12-2025,29.0,YES,41.0,Rack A
MED6842,Dolo 650,Capsule,14.0,398.79,Apollo Meds,12-05-2029,11-09-2025,76.0,YES,283.0,Rack A
MED6922,Ibuprofen,Injection,15.0,89.52,Apollo Meds,16-12-2026,18-10-2025,81.0,YES,12.0,Cold Storage
MED6930,Vitamin C,Tablet,11.0,319.79,Medisupply Co.,03-09-2027,06-04-2025,69.0,YES,296.0,Rack B
MED6953,Metfromin,Syrup,15.0,335.13,Apollo Meds,20-11-2028,21-08-2025,34.0,YES,275.0,Rack A
MED6978,Ibuprofen,Syrup,10.0,163.67,Wellness Pharma,27-11-2027,19-07-2025,98.0,NO,158.0,Rack A
MED6999,Vitamin C,Syrup,16.0,242.6,Healthcare Distributors,04-09-2028,26-02-2025,97.0,NO,78.0,Rack C
MED7003,Vitamin C,Tablet,5.0,282.19,Caremed Pvt Ltd,25-11-2027,10-04-2025,39.0,YES,252.0,Shelf 2
MED7017,Cetirizine,Tablet,17.0,192.57,Pharmaplus,17-06-2028,09-01-2025,30.0,YES,140.0,Shelf 1
MED7021,Vitamin C,Capsule,16.0,394.65,Apollo Meds,13-03-2028,05-03-2025,62.0,NO,192.0,Cold Storage
MED7036,Azithromycin,Tablet,8.0,89.16,Apollo Meds,29-08-2029,08-06-2025,33.0,NO,205.0,Rack A
MED7110,Vitamin C,Capsule,11.0,313.52,Healthcare Distributors,29-11-2026,24-10-2025,62.0,NO,300.0,Rack C
MED7126,Vitamin C,Syrup,13.0,282.08,Caremed Pvt Ltd,20-04-2027,29-09-2025,36.0,NO,257.0,Cold Storage
MED7193,Insulin,Syrup,9.0,374.78,Wellness Pharma,17-11-2027,13-06-2025,25.0,NO,234.0,Rack A
MED7264,Omeprazole,Capsule,17.0,469.58,Wellness Pharma,17-02-2027,16-10-2025,31.0,YES,239.0,Rack A
MED7265,Insulin,Tablet,10.0,248.76,Caremed Pvt Ltd,11-02-2027,18-06-2025,36.0,YES,23.0,Rack B
MED7376,Insulin,Injection,18.0,359.06,Wellness Pharma,30-04-2027,05-09-2025,90.0,YES,71.0,Rack A
MED7405,Azithromycin,Capsule,18.0,149.85,Caremed Pvt Ltd,15-05-2027,24-12-2025,67.0,YES,224.0,Rack B
MED7539,Amoxicillin,Injection,11.0,86.09,Healthcare Distributors,17-07-2028,19-09-2025,38.0,YES,174.0,Shelf 1
MED7552,Vitamin C,Tablet,9.0,93.93,Medisupply Co.,23-07-2026,11-12-2025,39.0,NO,261.0,Rack C
MED7559,Vitamin C,Capsule,11.0,160.61,Healthcare Distributors,30-05-2027,21-05-2025,83.0,YES,250.0,Shelf 1
MED7589,Metfromin,Syrup,14.0,64.87,Pharmaplus,19-11-2027,20-07-2025,58.0,NO,0.0,Rack B
MED7612,Azithromycin,Capsule,19.0,271.67,Wellness Pharma,05-12-2028,14-04-2025,45.0,YES,168.0,Rack A
MED7614,Vitamin C,Capsule,8.0,221.78,Healthcare Distributors,17-02-2029,12-08-2025,96.0,NO,272.0,Shelf 1
MED7654,Vitamin C,Capsule,6.0,458.42,Wellness Pharma,19-04-2028,02-12-2025,36.0,YES,194.0,Rack A
MED7677,Vitamin C,Tablet,8.0,145.66,Apollo Meds,30-07-2027,17-08-2025,72.0,YES,237.0,Rack A
MED7694,Paracetamol,Syrup,13.0,325.95,Wellness Pharma,23-12-2028,06-05-2025,56.0,NO,136.0,Shelf 1
MED7842,Ibuprofen,Syrup,8.0,208.99,Caremed Pvt Ltd,06-05-2027,27-02-2025,47.0,YES,54.0,Shelf 1
MED7865,Insulin,Tablet,8.0,279.76,Wellness Pharma,19-03-2029,06-04-2025,84.0,NO,81.0,Rack B
MED7935,Cetirizine,Capsule,12.0,288.79,Caremed Pvt Ltd,23-02-2029,15-12-2025,27.0,YES,46.0,Rack B
MED8020,Paracetamol,Tablet,14.0,447.78,Caremed Pvt Ltd,16-03-2028,08-06-2025,76.0,NO,291.0,Rack C
MED8054,Cetirizine,Capsule,10.0,419.42,Medisupply Co.,17-06-2026,12-03-2025,94.0,YES,14.0,Shelf 2
MED8088,Omeprazole,Capsule,10.0,290.52,Wellness Pharma,05-04-2029,25-08-2025,100.0,NO,8.0,Rack C
MED8110,Vitamin C,Capsule,16.0,348.84,Medisupply Co.,16-03-2029,29-01-2025,20.0,YES,274.0,Shelf 1
MED8113,Metfromin,Syrup,8.0,33.52,Wellness Pharma,19-04-2027,17-04-2025,71.0,NO,104.0,Shelf 1
MED8142,Ibuprofen,Capsule,12.0,204.02,Healthcare Distributors,12-06-2027,23-01-2025,17.0,YES,252.0,Shelf 1
MED8195,Amoxicillin,Capsule,17.0,139.76,Apollo Meds,26-02-2028,24-11-2025,49.0,YES,11.0,Shelf 2
MED8210,Vitamin C,Capsule,19.0,226.19,Healthcare Distributors,07-07-2026,23-12-2025,17.0,NO,103.0,Rack C
MED8244,Metfromin,Syrup,15.0,169.61,Apollo Meds,01-12-2027,19-10-2025,14.0,YES,194.0,Shelf 1
MED8300,Metfromin,Syrup,15.0,94.18,Medisupply Co.,10-04-2028,23-03-2025,89.0,NO,268.0,Rack C
MED8343,Amoxicillin,Tablet,10.0,125.25,Wellness Pharma,12-12-2028,23-07-2025,43.0,NO,28.0,Shelf 2
MED8400,Cetirizine,Syrup,14.0,139.13,Medisupply Co.,02-01-2027,09-05-2025,12.0,NO,107.0,Rack B
MED8403,Vitamin C,Tablet,6.0,372.85,Wellness Pharma,05-11-2027,01-07-2025,44.0,NO,128.0,Rack C
MED8460,Cetirizine,Syrup,6.0,236.84,Pharmaplus,28-09-2027,08-10-2025,51.0,YES,218.0,Shelf 1
MED8512,Azithromycin,Capsule,7.0,195.7,Medisupply Co.,13-09-2027,13-03-2025,86.0,YES,77.0,Shelf 2
MED8560,Insulin,Syrup,6.0,58.68,Medisupply Co.,21-09-2028,12-12-2025,23.0,YES,266.0,Rack A
MED8584,Paracetamol,Tablet,8.0,232.71,Medisupply Co.,18-01-2027,03-01-2025,20.0,YES,275.0,Rack B
MED8618,Dolo 650,Capsule,18.0,71.73,Caremed Pvt Ltd,09-03-2028,02-02-2025,93.0,NO,14.0,Shelf 1
MED8635,Paracetamol,Capsule,18.0,224.05,Apollo Meds,26-11-2029,14-01-2025,41.0,NO,12.0,Rack C
MED8636,Azithromycin,Tablet,19.0,317.96,Apollo Meds,28-07-2027,30-12-2025,14.0,YES,178.0,Shelf 2
MED8665,Paracetamol,Tablet,8.0,294.86,Wellness Pharma,16-12-2028,12-11-2025,76.0,YES,60.0,Shelf 2
MED8670,Azithromycin,Capsule,6.0,106.98,Pharmaplus,28-01-2029,24-05-2025,31.0,YES,65.0,Rack A
MED8676,Paracetamol,Capsule,7.0,217.42,Caremed Pvt Ltd,29-12-2028,06-10-2025,76.0,NO,208.0,Shelf 2
MED8759,Vitamin C,Capsule,9.0,185.58,Pharmaplus,31-01-2028,07-02-2025,78.0,YES,71.0,Shelf 1
MED8777,Azithromycin,Capsule,15.0,139.02,Healthcare Distributors,01-04-2029,28-03-2025,87.0,NO,18.0,Rack A
MED8796,Ibuprofen,Injection,18.0,314.24,Medisupply Co.,25-08-2027,11-12-2025,61.0,NO,8.0,Rack A
MED8807,Paracetamol,Capsule,8.0,180.88,Caremed Pvt Ltd,07-02-2028,10-08-2025,57.0,YES,246.0,Rack B
MED8813,Ibuprofen,Syrup,8.0,148.29,Pharmaplus,10-10-2027,15-07-2025,73.0,YES,91.0,Cold Storage
MED8815,Cetirizine,Capsule,5.0,201.49,Pharmaplus,15-08-2027,12-12-2025,33.0,NO,271.0,Rack C
MED8818,Paracetamol,Syrup,18.0,74.91,Apollo Meds,16-02-2027,01-11-2025,33.0,YES,108.0,Cold Storage
MED8833,Ibuprofen,Syrup,16.0,155.57,Pharmaplus,20-08-2028,10-07-2025,13.0,YES,251.0,Shelf 2
MED8843,Vitamin C,Injection,13.0,431.91,Medisupply Co.,01-08-2028,19-08-2025,97.0,NO,297.0,Cold Storage
MED8881,Vitamin C,Capsule,16.0,225.43,Wellness Pharma,26-08-2026,07-12-2025,56.0,YES,72.0,Rack B
MED8889,Ibuprofen,Tablet,9.0,499.11,Healthcare Distributors,29-07-2029,10-05-2025,26.0,YES,229.0,Cold Storage
MED8895,Omeprazole,Capsule,9.0,76.92,Apollo Meds,22-05-2026,22-02-2025,70.0,YES,31.0,Shelf 1
MED8938,Insulin,Tablet,17.0,137.06,Healthcare Distributors,25-06-2027,05-06-2025,33.0,YES,25.0,Shelf 1
MED8976,Paracetamol,Injection,7.0,295.97,Pharmaplus,04-08-2028,02-03-2025,90.0,NO,4.0,Shelf 1
MED8992,Metformin,Tablet,14.0,120.87,Pharmaplus,07-11-2027,08-06-2025,79.0,YES,296.0,Cold Storage
MED8999,Dolo 650,Syrup,6.0,34.6,Pharmaplus,16-05-2026,06-11-2025,62.0,YES,110.0,Shelf 1
MED9006,Cetirizine,Tablet,9.0,241.01,Wellness Pharma,16-11-2026,11-07-2025,61.0,NO,75.0,Rack A
MED9130,Amoxicillin,Syrup,19.0,98.7,Caremed Pvt Ltd,16-04-2028,18-02-2025,31.0,YES,116.0,Rack B
MED9168,Azithromycin,Tablet,18.0,117.88,Pharmaplus,20-02-2029,23-01-2025,25.0,NO,89.0,Cold Storage
MED9186,Amoxicillin,Capsule,13.0,491.27,Wellness Pharma,11-12-2027,04-06-2025,67.0,NO,165.0,Rack C
MED9224,Cetirizine,Syrup,15.0,183.18,Pharmaplus,18-08-2029,20-07-2025,38.0,YES,120.0,Rack C
MED9268,Amoxicillin,Capsule,7.0,466.47,Wellness Pharma,29-12-2027,31-05-2025,31.0,YES,270.0,Shelf 1
MED9271,Omeprazole,Tablet,9.0,317.85,Healthcare Distributors,17-08-2027,08-10-2025,15.0,NO,177.0,Rack A
MED9280,Paracetamol,Syrup,6.0,255.36,Pharmaplus,05-06-2027,07-10-2025,40.0,YES,44.0,Shelf 2
MED9284,Cetirizine,Tablet,19.0,166.8,Healthcare Distributors,29-10-2026,24-07-2025,13.0,NO,140.0,Rack C
MED9285,Azithromycin,Syrup,15.0,433.16,Healthcare Distributors,31-03-2027,28-04-2025,26.0,NO,92.0,Shelf 1
MED9287,Omeprazole,Syrup,15.0,302.12,Caremed Pvt Ltd,18-10-2027,06-05-2025,22.0,NO,218.0,Rack C
MED9326,Cetirizine,Syrup,10.0,341.42,Pharmaplus,08-12-2026,17-09-2025,85.0,YES,101.0,Shelf 1
MED9365,Insulin,Tablet,19.0,158.92,Pharmaplus,02-02-2028,24-03-2025,90.0,NO,66.0,Shelf 2
MED9382,Cetirizine,Injection,7.0,289.78,Medisupply Co.,04-08-2028,10-08-2025,21.0,NO,236.0,Rack A
MED9391,Dolo 650,Capsule,13.0,289.2,Wellness Pharma,18-07-2027,17-04-2025,52.0,NO,97.0,Rack B
MED9412,Azithromycin,Capsule,9.0,52.22,Wellness Pharma,16-01-2028,21-11-2025,29.0,NO,133.0,Rack B
MED9444,Metfromin,Syrup,14.0,413.85,Pharmaplus,03-02-2028,06-08-2025,75.0,YES,41.0,Shelf 2
MED9446,Dolo 650,Tablet,15.0,447.72,Pharmaplus,05-10-2026,26-04-2025,61.0,NO,169.0,Rack B
MED9471,Cetirizine,Syrup,6.0,204.07,Medisupply Co.,24-06-2026,03-06-2025,49.0,YES,252.0,Shelf 2
MED9509,Insulin,Injection,14.0,457.48,Wellness Pharma,14-08-2028,05-12-2025,12.0,YES,142.0,Shelf 1
MED9667,Omeprazole,Syrup,15.0,287.53,Healthcare Distributors,27-08-2028,12-02-2025,11.0,NO,65.0,Cold Storage
MED9707,Paracetamol,Capsule,11.0,83.97,Pharmaplus,21-05-2027,24-02-2025,61.0,YES,206.0,Shelf 1
MED9884,Cetirizine,Capsule,18.0,139.93,Pharmaplus,01-04-2026,23-11-2025,63.0,NO,153.0,Shelf 1
MED9923,Vitamin C,Syrup,7.0,433.32,Medisupply Co.,14-03-2029,13-02-2025,75.0,NO,293.0,Shelf 1
MED9972,Insulin,Tablet,8.0,251.11,Wellness Pharma,19-10-2029,23-02-2025,18.0,NO,74.0,Rack B
,,,0.0,,UnkNOwn,,,,,,
