Medicine_ID,Medicine_Name,Category,Stock_Quantity,Price_per_unit,Supplier_Name,Expiry_Date,Purchase_Date,Reorder_Level,Prescription_Required,Units_Sold,Storage_Location,Total_Value
MED886,Insulin,Capsule,213.0,415.54,Caremed Pvt Ltd,2026-08-14,27-04-2025,88.0,No,54.0,Rack C,88510.02
MED887,Omeprazole,Syrup,53.0,102.6,Caremed Pvt Ltd,2027-10-11,31-01-2025,90.0,No,76.0,Shelf 2,5437.799999999999
MED888,Omeprazole,Capsule,74.0,451.01,Medisupply Co.,2027-05-22,22-12-2025,43.0,No,190.0,Shelf 1,33374.74
MED889,Amoxicillin,Tablet,134.0,103.18,Medisupply Co.,2026-10-04,01-01-2026,82.0,No,56.0,Shelf 2,13826.12
MED890,Azithromycin,Injection,642.0,432.86,Pharmaplus,2027-05-19,10-07-2025,33.0,No,75.0,Shelf 2,277896.12
MED891,Insulin,Capsule,757.0,184.78,Medisupply Co.,2028-04-06,15-02-2025,83.0,Yes,223.0,Cold Storage,139878.46
MED892,Metformin,Tablet,123.0,432.79,Medisupply Co.,2027-10-29,06-05-2025,15.0,No,259.0,Shelf 1,53233.170000000006
MED893,Insulin,Capsule,21.0,483.93,Healthcare Distributors,2028-11-26,04-11-2025,50.0,Yes,225.0,Shelf 2,10162.53
MED894,Dolo 652,Syrup,865.0,76.41,Apollo Meds,2028-02-25,10-03-2025,54.0,Yes,190.0,Rack A,66094.65
MED895,Ibuprofen,Capsule,13.0,381.31,Caremed Pvt Ltd,2028-02-18,30-05-2025,26.0,Yes,73.0,Rack B,4957.03
MED896,Ibuprofen,Capsule,75.0,244.92,Healthcare Distributors,2027-11-10,13-04-2025,69.0,No,82.0,Cold Storage,18369.0
MED897,Metformin,Injection,242.0,15.5,Caremed Pvt Ltd,2028-11-19,04-10-2025,83.0,Yes,185.0,Rack A,3751.0
MED898,Dolo 650,Tablet,756.0,310.11,Wellness Pharma,2029-04-02,21-01-2025,60.0,Yes,190.0,Rack B,234443.16
MED899,Dolo 650,Syrup,24.0,441.94,Wellness Pharma,2027-02-03,01-07-2025,11.0,No,40.0,Shelf 2,10606.56
MED900,Cetirizine,Injection,543.0,354.36,Apollo Meds,2027-11-09,23-08-2025,67.0,Yes,103.0,Shelf 1,192417.48
MED901,Azithromycin,Injection,132.0,24.69,Medisupply Co.,2026-03-05,05-08-2025,34.0,No,270.0,Shelf 2,3259.0800000000004
MED902,Ibuprofen,Injection,127.0,290.96,Apollo Meds,2027-06-19,05-02-2025,82.0,Yes,209.0,Cold Storage,36951.92
MED903,Vitamin C,Tablet,154.0,307.75,Pharmaplus,2028-02-29,20-08-2025,89.0,Yes,14.0,Shelf 1,47393.5
MED904,Cetirizine,Syrup,242.0,181.76,Caremed Pvt Ltd,2028-09-08,25-08-2025,32.0,Yes,133.0,Rack C,43985.92
MED905,Azithromycin,Capsule,432.0,460.02,Wellness Pharma,2026-06-03,14-12-2025,18.0,No,139.0,Rack B,198728.63999999998
MED906,Cetirizine,Syrup,12.0,263.79,Healthcare Distributors,2027-07-04,13-02-2025,40.0,No,80.0,Rack B,3165.4800000000005
MED907,Paracetamol,Capsule,42.0,413.86,Wellness Pharma,2029-06-11,07-09-2025,63.0,No,119.0,Cold Storage,17382.12
MED908,Omeprazole,Tablet,75.0,71.71,Wellness Pharma,2026-12-25,12-12-2025,72.0,Yes,67.0,Shelf 2,5378.249999999999
MED909,Insulin,Injection,235.0,25.59,Apollo Meds,2027-05-07,10-08-2025,38.0,Yes,132.0,Rack C,6013.65
MED910,Vitamin C,Capsule,235.0,112.15,Medisupply Co.,2026-07-14,14-05-2025,78.0,Yes,2.0,Shelf 2,26355.25
MED911,Omeprazole,Tablet,856.0,494.01,Wellness Pharma,2028-01-02,08-05-2025,99.0,No,225.0,Rack C,422872.56
MED912,Vitamin C,Capsule,124.0,198.53,Medisupply Co.,2027-02-14,31-12-2025,52.0,Yes,123.0,Shelf 2,24617.72
MED913,Metfromin,Syrup,21.0,195.19,Apollo Meds,2028-08-29,31-07-2025,61.0,No,94.0,Shelf 2,4098.99
MED914,Vitamin C,Capsule,64.0,384.28,Medisupply Co.,2028-12-01,14-08-2025,87.0,No,199.0,Shelf 1,24593.92
MED915,Dolo 653,Capsule,42.0,129.83,Wellness Pharma,2028-04-26,12-04-2025,76.0,No,197.0,Rack A,5452.860000000001
MED916,Insulin,Injection,642.0,296.53,Pharmaplus,2027-02-03,07-02-2025,95.0,No,247.0,Rack B,190372.25999999998
MED917,Paracetamol,Tablet,674.0,16.34,Caremed Pvt Ltd,2026-06-16,20-09-2025,95.0,Yes,73.0,Shelf 2,11013.16
MED918,Metfromin,Syrup,532.0,205.46,Pharmaplus,2026-12-31,06-01-2025,82.0,Yes,233.0,Shelf 1,109304.72
MED919,Amoxicillin,Injection,124.0,332.02,Caremed Pvt Ltd,2027-02-11,04-09-2025,56.0,Yes,163.0,Rack B,41170.479999999996
MED920,Ibuprofen,Tablet,345.0,314.3,Pharmaplus,2027-01-20,28-11-2025,72.0,Yes,170.0,Rack A,108433.5
MED921,Azithromycin,Injection,422.0,31.83,Healthcare Distributors,2028-08-24,15-07-2025,80.0,Yes,263.0,Cold Storage,13432.259999999998
MED922,Ibuprofen,Injection,464.0,201.64,Healthcare Distributors,2029-04-13,27-11-2025,42.0,Yes,242.0,Rack A,93560.95999999999
MED923,Vitamin C,Tablet,745.0,187.97,Pharmaplus,2029-09-07,14-04-2025,85.0,No,96.0,Rack B,140037.65
MED924,Cetirizine,Syrup,535.0,125.82,Wellness Pharma,2027-10-11,27-10-2025,86.0,No,117.0,Shelf 2,67313.7
MED925,Azithromycin,Capsule,235.0,99.44,Medisupply Co.,2028-01-03,15-11-2025,46.0,Yes,81.0,Rack C,23368.399999999998
MED926,Cetirizine,Syrup,12.0,407.25,Wellness Pharma,2026-10-07,15-08-2025,81.0,Yes,93.0,Cold Storage,4887.0
MED927,Paracetamol,Capsule,75.0,246.25,Caremed Pvt Ltd,2026-09-18,21-03-2025,36.0,No,220.0,Rack A,18468.75
MED928,Omeprazole,Injection,421.0,437.54,Medisupply Co.,2028-01-21,19-07-2025,19.0,Yes,200.0,Rack A,184204.34
MED929,Insulin,Injection,535.0,211.99,Wellness Pharma,2028-02-05,31-08-2025,73.0,No,208.0,Rack B,113414.65000000001
MED930,Vitamin C,Tablet,235.0,369.69,Wellness Pharma,2027-06-10,20-05-2025,71.0,Yes,205.0,Cold Storage,86877.15
MED931,Omeprazole,Syrup,43.0,313.97,Healthcare Distributors,2026-08-26,23-09-2025,42.0,No,13.0,Rack A,13500.710000000001
MED932,Vitamin C,Capsule,242.0,431.61,Pharmaplus,2028-12-16,26-01-2025,58.0,Yes,194.0,Shelf 1,104449.62000000001
MED933,Metfromin,Syrup,121.0,194.72,Medisupply Co.,2029-04-23,03-11-2025,17.0,Yes,230.0,Cold Storage,23561.12
MED934,Vitamin C,Capsule,53.0,78.73,Healthcare Distributors,2029-03-01,15-06-2025,79.0,Yes,50.0,Shelf 1,4172.6900000000005
MED935,Dolo 654,Tablet,246.0,341.89,Wellness Pharma,2029-01-14,12-05-2025,85.0,No,259.0,Rack A,84104.94
MED936,Insulin,Injection,35.0,249.61,Medisupply Co.,2027-03-24,19-06-2025,71.0,No,155.0,Rack B,8736.35
MED937,Paracetamol,Capsule,235.0,318.62,Healthcare Distributors,2027-07-17,05-09-2025,95.0,No,122.0,Cold Storage,74875.7
MED938,Metfromin,Tablet,644.0,367.17,Apollo Meds,2028-11-30,22-07-2025,37.0,Yes,115.0,Shelf 1,236457.48
MED939,Amoxicillin,Capsule,232.0,391.95,Wellness Pharma,2029-05-08,25-06-2025,27.0,No,250.0,Shelf 1,90932.4
MED940,Ibuprofen,Syrup,64.0,427.52,Pharmaplus,2027-02-03,30-10-2025,35.0,Yes,228.0,Cold Storage,27361.28
MED941,Azithromycin,Capsule,312.0,48.49,Wellness Pharma,2028-05-16,28-08-2025,34.0,No,221.0,Shelf 2,15128.880000000001
MED942,Ibuprofen,Capsule,56.0,288.45,Pharmaplus,2027-12-17,30-07-2025,51.0,No,249.0,Cold Storage,16153.199999999999
MED943,Vitamin C,Injection,214.0,423.89,Pharmaplus,2028-10-13,06-04-2025,93.0,No,166.0,Rack C,90712.45999999999
MED944,Cetirizine,Tablet,75.0,40.15,Caremed Pvt Ltd,2027-04-21,10-04-2025,58.0,No,146.0,Shelf 2,3011.25
MED945,Azithromycin,Syrup,234.0,198.13,Wellness Pharma,2026-06-04,01-06-2025,37.0,Yes,132.0,Shelf 1,46362.42
MED946,Cetirizine,Injection,987.0,299.74,Apollo Meds,2027-10-13,10-02-2025,97.0,No,270.0,Cold Storage,295843.38
MED947,Paracetamol,Tablet,24.0,199.59,Medisupply Co.,2028-12-20,24-08-2025,23.0,No,252.0,Rack B,4790.16
MED948,Omeprazole,Injection,235.0,444.42,Apollo Meds,2026-07-17,20-06-2025,27.0,Yes,149.0,Rack C,104438.7
MED949,Insulin,Injection,13.0,212.96,Healthcare Distributors,2026-11-24,16-03-2025,98.0,Yes,122.0,Rack A,2768.48
MED950,Vitamin C,Tablet,42.0,89.03,Healthcare Distributors,2028-03-02,02-05-2025,19.0,No,196.0,Cold Storage,3739.26
MED951,Omeprazole,Syrup,53.0,338.15,Pharmaplus,2027-05-26,30-01-2025,51.0,Yes,237.0,Cold Storage,17921.949999999997
MED952,Vitamin C,Capsule,412.0,334.93,Wellness Pharma,2026-07-08,09-12-2025,34.0,Yes,268.0,Rack B,137991.16
MED953,Metfromin,Syrup,642.0,311.43,Wellness Pharma,2027-08-02,05-01-2025,51.0,No,184.0,Cold Storage,199938.06
MED954,Vitamin C,Capsule,224.0,214.84,Medisupply Co.,2029-03-31,09-06-2025,80.0,No,281.0,Shelf 1,48124.16
MED955,Dolo 655,Injection,24.0,31.13,Apollo Meds,2026-12-23,17-08-2025,38.0,No,236.0,Shelf 1,747.12
MED956,Insulin,Injection,90.0,150.37,Pharmaplus,2026-09-16,06-03-2025,47.0,No,283.0,Rack C,13533.300000000001
MED957,Azithromycin,Tablet,36.0,340.26,Wellness Pharma,2026-11-19,28-04-2025,21.0,No,272.0,Rack B,12249.36
MED958,Ibuprofen,Syrup,233.0,159.11,Apollo Meds,2028-05-23,04-05-2025,35.0,No,204.0,Rack B,37072.630000000005
MED959,Vitamin C,Capsule,532.0,378.55,Healthcare Distributors,2028-12-11,01-06-2025,36.0,Yes,149.0,Shelf 1,201388.6
MED960,Cetirizine,Syrup,234.0,384.66,Wellness Pharma,2027-05-26,23-03-2025,50.0,No,91.0,Rack A,90010.44
MED961,Azithromycin,Capsule,532.0,293.59,Wellness Pharma,2028-10-25,17-01-2025,41.0,Yes,158.0,Rack A,156189.87999999998
MED962,Cetirizine,Tablet,56.0,187.62,Pharmaplus,2028-09-21,11-05-2025,64.0,Yes,158.0,Shelf 1,10506.720000000001
MED963,Paracetamol,Injection,234.0,445.12,Pharmaplus,2028-08-26,02-12-2025,41.0,Yes,152.0,Rack A,104158.08
MED964,Omeprazole,Capsule,675.0,92.98,Medisupply Co.,2027-05-15,05-01-2025,36.0,Yes,168.0,Rack C,62761.5
MED965,Insulin,Tablet,23.0,408.5,Wellness Pharma,2026-12-30,27-04-2025,85.0,No,286.0,Rack A,9395.5
MED966,Vitamin C,Capsule,34.0,384.13,Pharmaplus,2027-05-01,20-10-2025,39.0,No,231.0,Rack B,13060.42
MED967,Omeprazole,Syrup,54.0,486.33,Wellness Pharma,2027-04-16,05-05-2025,49.0,Yes,266.0,Rack C,26261.82
MED968,Vitamin C,Capsule,53.0,290.82,Healthcare Distributors,2026-11-22,02-08-2025,62.0,No,299.0,Shelf 1,15413.46
MED969,Metfromin,Capsule,76.0,340.81,Caremed Pvt Ltd,2027-08-06,11-08-2025,98.0,No,278.0,Rack A,25901.56
MED970,Vitamin C,Injection,24.0,131.07,Apollo Meds,2027-05-07,01-04-2025,93.0,Yes,152.0,Shelf 2,3145.68
MED971,Dolo 654,Tablet,754.0,469.82,Caremed Pvt Ltd,2027-05-27,28-07-2025,12.0,Yes,98.0,Rack C,354244.27999999997
MED972,Insulin,Syrup,35.0,326.08,Pharmaplus,2028-09-06,19-09-2025,93.0,Yes,144.0,Shelf 2,11412.8
MED973,Paracetamol,Injection,753.0,347.75,Pharmaplus,2028-01-19,11-04-2025,94.0,No,57.0,Shelf 2,261855.75
MED974,Metfromin,Tablet,32.0,474.58,Medisupply Co.,2027-01-19,12-09-2025,29.0,Yes,8.0,Rack A,15186.56
MED975,Amoxicillin,Injection,534.0,328.99,Caremed Pvt Ltd,2027-09-21,23-02-2025,94.0,Yes,170.0,Shelf 2,175680.66
MED976,Ibuprofen,Injection,35.0,17.56,Medisupply Co.,2028-01-30,11-07-2025,97.0,No,167.0,Shelf 2,614.5999999999999
MED977,Azithromycin,Tablet,85.0,435.65,Medisupply Co.,2028-12-21,11-01-2025,16.0,Yes,224.0,Shelf 1,37030.25
MED978,Ibuprofen,Syrup,73.0,317.22,Apollo Meds,2029-04-19,11-04-2025,39.0,No,271.0,Shelf 2,23157.06
MED979,Vitamin C,Capsule,854.0,289.13,Medisupply Co.,2027-08-26,31-08-2025,28.0,Yes,214.0,Shelf 2,246917.02
MED980,Cetirizine,Syrup,86.0,135.22,Wellness Pharma,2027-09-21,25-08-2025,78.0,Yes,55.0,Shelf 2,11628.92
MED981,Azithromycin,Capsule,57.0,293.53,Healthcare Distributors,2028-03-26,13-08-2025,49.0,Yes,117.0,Cold Storage,16731.21
MED982,Cetirizine,Injection,243.0,261.81,Apollo Meds,2027-02-07,24-08-2025,70.0,No,75.0,Cold Storage,63619.83
MED983,Paracetamol,Injection,743.0,483.66,Apollo Meds,2028-05-03,26-04-2025,74.0,No,15.0,Shelf 2,359359.38
MED984,Omeprazole,Tablet,75.0,176.33,Pharmaplus,2028-10-08,28-01-2025,86.0,Yes,108.0,Rack A,13224.750000000002
MED985,Insulin,Syrup,86.0,183.61,Caremed Pvt Ltd,2028-09-05,17-05-2025,75.0,No,247.0,Rack A,15790.460000000001
MED986,Vitamin C,Capsule,13.0,223.59,Medisupply Co.,2027-12-12,17-11-2025,57.0,No,203.0,Rack C,2906.67
MED987,Omeprazole,Syrup,35.0,244.27,Wellness Pharma,2028-02-19,25-04-2025,69.0,Yes,4.0,Rack A,8549.45
MED988,Vitamin C,Capsule,84.0,114.15,Pharmaplus,2029-04-28,18-04-2025,14.0,Yes,252.0,Rack A,9588.6
MED989,Metfromin,Tablet,463.0,97.49,Healthcare Distributors,2026-07-29,19-06-2025,45.0,Yes,271.0,Shelf 1,45137.869999999995
MED990,Vitamin C,Injection,74.0,31.77,Apollo Meds,2028-12-29,25-04-2025,70.0,Yes,168.0,Cold Storage,2350.98
MED991,Dolo 655,Capsule,234.0,221.59,Wellness Pharma,2028-04-22,05-09-2025,68.0,Yes,190.0,Shelf 2,51852.06
MED992,Insulin,Tablet,674.0,125.14,Pharmaplus,2026-09-13,21-11-2025,72.0,No,142.0,Shelf 2,84344.36
MED993,Paracetamol,Capsule,89.0,498.09,Wellness Pharma,2027-01-07,02-01-2025,24.0,No,299.0,Rack C,44330.009999999995
MED994,Metfromin,Syrup,21.0,242.73,Pharmaplus,2028-08-30,23-10-2025,36.0,No,36.0,Rack B,5097.33
MED995,Amoxicillin,Capsule,13.0,42.94,Medisupply Co.,2028-10-11,01-06-2025,95.0,Yes,247.0,Shelf 2,558.22
MED996,Ibuprofen,Capsule,33.0,364.22,Medisupply Co.,2027-12-28,10-02-2025,70.0,Yes,103.0,Shelf 2,12019.26
MED997,Azithromycin,Injection,311.0,400.81,Apollo Meds,2029-03-22,30-07-2025,60.0,No,118.0,Rack C,124651.91
MED998,Ibuprofen,Tablet,900.0,430.37,Wellness Pharma,2027-11-09,19-09-2025,74.0,Yes,139.0,Cold Storage,387333.0
MED999,Vitamin C,Syrup,422.0,406.11,Pharmaplus,2029-06-05,20-04-2025,52.0,No,208.0,Shelf 2,171378.42
MED1000,Cetirizine,Injection,423.0,185.27,Apollo Meds,2026-11-09,27-11-2025,51.0,Yes,113.0,Shelf 2,78369.21
MED1001,Azithromycin,Injection,244.0,112.23,Caremed Pvt Ltd,2028-09-09,26-08-2025,67.0,Yes,95.0,Cold Storage,27384.120000000003
MED1002,Ibuprofen,Injection,22.0,348.81,Wellness Pharma,2027-01-19,08-06-2025,10.0,No,271.0,Rack A,7673.82
MED1003,Vitamin C,Tablet,24.0,94.94,Pharmaplus,2028-11-12,10-03-2025,74.0,No,135.0,Cold Storage,2278.56
MED1004,Cetirizine,Syrup,243.0,224.18,Caremed Pvt Ltd,2028-09-04,11-02-2025,57.0,Yes,179.0,Rack C,54475.740000000005
MED1005,Azithromycin,Capsule,352.0,161.62,Caremed Pvt Ltd,2026-03-27,03-07-2025,24.0,Yes,300.0,Rack C,56890.240000000005
MED1006,Cetirizine,Tablet,523.0,368.92,Pharmaplus,2027-03-08,22-02-2025,98.0,No,98.0,Rack C,192945.16
MED1007,Paracetamol,Capsule,856.0,405.34,Pharmaplus,2027-12-05,05-09-2025,26.0,No,279.0,Rack B,346971.04
MED1008,Omeprazole,Tablet,874.0,135.82,Apollo Meds,2029-01-17,19-04-2025,51.0,No,78.0,Rack B,118706.68
MED1009,Insulin,Injection,213.0,96.28,Wellness Pharma,2027-10-19,04-06-2025,28.0,No,297.0,Cold Storage,20507.64
MED1010,Vitamin C,Capsule,131.0,398.38,Healthcare Distributors,2028-10-07,07-07-2025,63.0,No,30.0,Shelf 2,52187.78
MED1011,Omeprazole,Injection,141.0,212.92,Pharmaplus,2028-05-02,20-12-2025,59.0,Yes,265.0,Rack C,30021.719999999998
MED1012,Azithromycin,Capsule,63.0,293.44,Caremed Pvt Ltd,2028-01-02,04-09-2025,37.0,Yes,216.0,Shelf 2,18486.72
MED1013,Ibuprofen,Syrup,876.0,171.68,Apollo Meds,2026-03-30,07-04-2025,18.0,No,216.0,Shelf 2,150391.68
MED1014,Vitamin C,Capsule,654.0,211.75,Caremed Pvt Ltd,2028-12-25,26-03-2025,72.0,Yes,145.0,Rack A,138484.5
MED1015,Cetirizine,Syrup,234.0,121.82,Caremed Pvt Ltd,2028-10-08,26-11-2025,65.0,Yes,230.0,Shelf 1,28505.879999999997
MED1016,Azithromycin,Tablet,21.0,89.04,Healthcare Distributors,2029-01-10,27-01-2025,38.0,No,200.0,Shelf 1,1869.8400000000001
MED1017,Cetirizine,Tablet,321.0,140.15,Wellness Pharma,2027-11-15,08-06-2025,57.0,No,166.0,Shelf 1,44988.15
MED1018,Paracetamol,Capsule,53.0,286.88,Wellness Pharma,2028-02-27,27-03-2025,39.0,Yes,81.0,Rack C,15204.64
MED1019,Omeprazole,Syrup,890.0,417.79,Pharmaplus,2028-10-30,23-05-2025,41.0,Yes,91.0,Cold Storage,371833.10000000003
MED1020,Insulin,Tablet,654.0,491.07,Caremed Pvt Ltd,2028-03-09,27-08-2025,39.0,Yes,259.0,Rack B,321159.77999999997
MED1021,Vitamin C,Capsule,342.0,429.48,Apollo Meds,2026-03-24,05-01-2025,74.0,No,63.0,Rack B,146882.16
MED1022,Omeprazole,Syrup,312.0,45.13,Apollo Meds,2029-03-31,18-01-2025,37.0,Yes,277.0,Cold Storage,14080.560000000001
MED1023,Vitamin C,Syrup,76.0,88.41,Healthcare Distributors,2027-04-03,25-04-2025,12.0,No,45.0,Rack C,6719.16
MED1024,Metfromin,Capsule,423.0,295.75,Apollo Meds,2028-05-15,05-01-2025,97.0,No,200.0,Rack A,125102.25
MED1025,Vitamin C,Syrup,123.0,404.78,Medisupply Co.,2027-07-13,23-02-2025,40.0,No,103.0,Rack C,49787.939999999995
MED1026,Dolo 654,Syrup,88.0,135.48,Healthcare Distributors,2028-10-13,02-06-2025,83.0,Yes,247.0,Rack C,11922.24
MED1027,Insulin,Tablet,11.0,429.88,Healthcare Distributors,2027-09-10,01-11-2025,21.0,Yes,279.0,Rack B,4728.68
MED1028,Paracetamol,Tablet,10.0,140.76,Healthcare Distributors,2028-11-10,05-12-2025,52.0,Yes,212.0,Rack A,1407.6
MED1029,Metfromin,Tablet,99.0,289.03,Wellness Pharma,2028-02-09,03-05-2025,67.0,No,213.0,Rack B,28613.969999999998
MED1030,Amoxicillin,Syrup,123.0,324.79,Healthcare Distributors,2028-12-01,30-04-2025,87.0,Yes,93.0,Rack C,39949.170000000006
MED1031,Ibuprofen,Tablet,835.0,217.98,Apollo Meds,2027-04-06,20-01-2025,60.0,No,39.0,Shelf 2,182013.3
MED1032,Azithromycin,Injection,537.0,179.05,Pharmaplus,2028-06-05,09-04-2025,12.0,Yes,199.0,Rack B,96149.85
MED1033,Ibuprofen,Syrup,76.0,469.66,Pharmaplus,2028-09-16,26-06-2025,77.0,No,278.0,Rack C,35694.16
MED1034,Vitamin C,Tablet,63.0,118.69,Apollo Meds,2028-12-21,22-03-2025,79.0,No,29.0,Shelf 1,7477.47
MED1035,Cetirizine,Capsule,87.0,84.17,Caremed Pvt Ltd,2026-03-01,20-06-2025,27.0,No,8.0,Shelf 1,7322.79
MED1036,Azithromycin,Tablet,55.0,175.61,Wellness Pharma,2028-10-30,10-02-2025,83.0,No,215.0,Rack A,9658.550000000001
MED1037,Cetirizine,Syrup,33.0,452.71,Pharmaplus,2029-05-03,13-02-2025,41.0,No,33.0,Shelf 2,14939.429999999998
MED1038,Paracetamol,Capsule,87.0,215.58,Healthcare Distributors,2026-05-13,15-12-2025,88.0,No,2.0,Shelf 1,18755.460000000003
MED1039,Omeprazole,Injection,334.0,400.88,Healthcare Distributors,2028-11-10,27-01-2025,11.0,No,1.0,Shelf 1,133893.92
MED1040,Insulin,Capsule,766.0,83.17,Wellness Pharma,2028-08-19,17-04-2025,14.0,No,31.0,Rack A,63708.22
MED1041,Vitamin C,Syrup,43.0,464.58,Apollo Meds,2029-01-18,02-01-2025,17.0,No,180.0,Rack A,19976.94
MED1042,Omeprazole,Syrup,234.0,164.84,Wellness Pharma,2026-04-10,10-10-2025,33.0,Yes,86.0,Shelf 2,38572.56
MED1043,Vitamin C,Tablet,12.0,483.79,Wellness Pharma,2026-09-26,07-03-2025,49.0,Yes,266.0,Shelf 2,5805.4800000000005
MED1044,Metfromin,Syrup,75.0,122.28,Wellness Pharma,2028-08-15,26-07-2025,42.0,No,25.0,Shelf 2,9171.0
MED1045,Vitamin C,Injection,421.0,59.51,Healthcare Distributors,2028-09-21,01-11-2025,98.0,Yes,49.0,Rack C,25053.71
MED1046,Dolo 655,Tablet,535.0,168.4,Pharmaplus,2027-04-28,23-01-2025,45.0,Yes,258.0,Rack C,90094.0
MED1047,Insulin,Syrup,235.0,445.19,Healthcare Distributors,2027-08-07,10-12-2025,58.0,No,102.0,Shelf 1,104619.65
MED1048,Paracetamol,Capsule,43.0,380.8,Caremed Pvt Ltd,2026-11-21,15-05-2025,51.0,Yes,196.0,Rack B,16374.4
MED1049,Metfromin,Injection,242.0,462.13,Wellness Pharma,2027-07-16,25-09-2025,98.0,Yes,101.0,Shelf 2,111835.45999999999
MED1050,Amoxicillin,Syrup,121.0,295.58,Medisupply Co.,2028-07-26,29-12-2025,77.0,No,254.0,Cold Storage,35765.18
MED1051,Ibuprofen,Syrup,53.0,468.91,Medisupply Co.,2027-09-17,13-04-2025,41.0,No,185.0,Cold Storage,24852.23
MED1052,Azithromycin,Tablet,246.0,226.16,Healthcare Distributors,2027-04-30,10-01-2025,94.0,Yes,160.0,Shelf 1,55635.36
MED1053,Ibuprofen,Syrup,35.0,486.92,Pharmaplus,2026-09-24,22-09-2025,10.0,Yes,149.0,Shelf 2,17042.2
MED1054,Vitamin C,Syrup,235.0,27.59,Medisupply Co.,2026-12-24,13-06-2025,12.0,No,295.0,Rack C,6483.65
MED1055,Cetirizine,Injection,644.0,307.29,Wellness Pharma,2028-04-28,17-02-2025,15.0,No,294.0,Cold Storage,197894.76
MED1056,Azithromycin,Capsule,232.0,335.77,Caremed Pvt Ltd,2026-08-08,16-08-2025,100.0,No,190.0,Rack C,77898.64
MED1057,Cetirizine,Syrup,452.7,127.23,Healthcare Distributors,2026-07-04,17-05-2025,94.0,Yes,155.0,Shelf 2,57597.021
MED1058,Paracetamol,Capsule,510.8,378.63,Apollo Meds,2026-04-04,17-02-2025,75.0,No,290.0,Cold Storage,193404.204
MED1059,Omeprazole,Capsule,568.9,216.88,Apollo Meds,2027-05-21,04-02-2025,61.0,No,264.0,Rack B,123383.03199999999
MED1060,Insulin,Tablet,627.0,125.17,Wellness Pharma,2027-07-26,27-12-2025,29.0,Yes,38.0,Shelf 2,78481.59
MED1061,Vitamin C,Syrup,685.1,247.69,Apollo Meds,2027-01-26,22-09-2025,70.0,Yes,178.0,Rack A,169692.419
MED1062,Omeprazole,Syrup,743.2,380.21,Apollo Meds,2026-06-20,05-03-2025,63.0,No,146.0,Rack B,282572.072
MED1063,Vitamin C,Tablet,801.3,22.79,Apollo Meds,2028-11-28,22-03-2025,44.0,No,228.0,Cold Storage,18261.626999999997
MED1064,Metfromin,Tablet,859.4,345.83,Healthcare Distributors,2028-03-20,30-01-2025,28.0,Yes,161.0,Cold Storage,297206.30199999997
MED1065,Vitamin C,Tablet,917.5,427.2,Wellness Pharma,2026-04-11,25-06-2025,52.0,No,39.0,Rack A,391956.0
MED1066,Dolo 656,Tablet,975.6,10.9,Apollo Meds,2027-08-25,20-01-2025,22.0,No,56.0,Shelf 1,10634.04
MED1067,Insulin,Injection,1033.7,253.61,Pharmaplus,2027-04-05,11-01-2025,28.0,Yes,77.0,Shelf 1,262156.657
MED1068,Azithromycin,Tablet,1091.8,392.15,Healthcare Distributors,2027-04-20,21-09-2025,20.0,Yes,113.0,Rack C,428149.36999999994
MED1069,Ibuprofen,Tablet,1149.9,460.13,Apollo Meds,2027-11-16,11-07-2025,54.0,No,272.0,Rack C,529103.4870000001
MED1070,Vitamin C,Capsule,76.0,139.68,Medisupply Co.,2027-09-09,20-04-2025,23.0,No,261.0,Rack B,10615.68
MED1071,Cetirizine,Syrup,24.0,452.19,Wellness Pharma,2029-02-13,21-12-2025,82.0,Yes,245.0,Shelf 1,10852.56
MED1072,Azithromycin,Tablet,754.0,355.42,Wellness Pharma,2027-12-07,05-11-2025,12.0,Yes,193.0,Rack C,267986.68
MED1073,Cetirizine,Syrup,35.0,362.69,Caremed Pvt Ltd,2028-01-26,19-12-2025,60.0,No,245.0,Rack B,12694.15
MED1074,Paracetamol,Injection,753.0,135.6,Caremed Pvt Ltd,2027-12-05,06-04-2025,14.0,Yes,160.0,Shelf 1,102106.8
MED1075,Omeprazole,Syrup,32.0,495.02,Pharmaplus,2028-10-27,12-01-2025,18.0,No,8.0,Shelf 2,15840.64
MED1076,Insulin,Capsule,534.0,49.79,Medisupply Co.,2028-07-19,29-01-2025,56.0,No,111.0,Cold Storage,26587.86
MED1077,Vitamin C,Capsule,35.0,272.66,Wellness Pharma,2027-08-31,11-05-2025,11.0,No,268.0,Shelf 2,9543.1
MED1078,Omeprazole,Syrup,85.0,194.61,Healthcare Distributors,2028-05-17,27-07-2025,55.0,No,85.0,Rack C,16541.850000000002
MED1079,Vitamin C,Capsule,73.0,434.89,Apollo Meds,2028-12-23,24-04-2025,17.0,Yes,192.0,Rack B,31746.969999999998
MED1080,Metfromin,Tablet,854.0,430.74,Pharmaplus,2027-01-26,29-09-2025,75.0,No,260.0,Shelf 1,367851.96
MED1081,Vitamin C,Syrup,86.0,453.38,Wellness Pharma,2027-03-31,06-01-2025,96.0,No,229.0,Rack A,38990.68
MED1082,Dolo 655,Tablet,57.0,36.22,Healthcare Distributors,2027-12-06,10-07-2025,65.0,No,38.0,Rack A,2064.54
MED1083,Insulin,Capsule,243.0,437.29,Wellness Pharma,2028-11-03,25-08-2025,14.0,No,61.0,Rack C,106261.47
