Medicine_ID,Medicine_Name,Category,Stock_Quantity,Price_per_unit,Supplier_Name,Expiry_Date,Purchase_Date,Reorder_Level,Prescription_Required,Units_Sold,Storage_Location
MED1775,Vitamin C,Injection,477.0,348.22,Pharmaplus,01-12-2026,07-03-2025,72.0,YES,9.0,Cold Storage
MED1776,Paracetamol,Injection,298.0,18.42,Apollo Meds,28-07-2029,01-09-2025,34.0,YES,289.0,Shelf 2
MED1777,Dolo 650,Tablet,306.0,101.54,Wellness Pharma,15-07-2027,07-11-2025,17.0,YES,144.0,Cold Storage
MED1778,Vitamin C,Syrup,266.0,160.89,Healthcare Distributors,12-04-2028,20-07-2025,75.0,NO,148.0,Cold Storage
MED1781,Azithromycin,Capsule,452.0,311.83,Caremed Pvt Ltd,04-10-2029,21-05-2025,78.0,NO,99.0,Shelf 2
MED1782,Insulin,Injection,168.0,87.13,Healthcare Distributors,10-07-2029,18-10-2025,15.0,NO,220.0,Rack B
MED1783,Vitamin C,Injection,431.0,377.13,Apollo Meds,18-06-2027,29-12-2025,41.0,YES,27.0,Cold Storage
MED1784,Cetirizine,Tablet,277.0,368.64,Pharmaplus,20-12-2027,21-11-2025,14.0,NO,201.0,Shelf 2
MED1785,Azithromycin,Syrup,354.0,478.31,Healthcare Distributors,09-05-2028,11-05-2025,51.0,NO,254.0,Shelf 2
MED1787,Omeprazole,Syrup,161.0,289.38,Pharmaplus,16-04-2027,04-02-2025,68.0,YES,137.0,Shelf 1
MED1788,Omeprazole,Capsule,194.0,119.48,Healthcare Distributors,09-11-2027,25-03-2025,20.0,YES,164.0,Shelf 1
MED1790,Azithromycin,Injection,237.0,432.48,Caremed Pvt Ltd,29-01-2027,06-07-2025,14.0,NO,84.0,Cold Storage
MED1793,Insulin,Capsule,363.0,153.43,Healthcare Distributors,26-02-2027,24-08-2025,77.0,YES,88.0,Shelf 2
MED1794,Dolo 650,Syrup,265.0,189.56,Wellness Pharma,13-05-2027,29-09-2025,61.0,NO,229.0,Rack B
MED1798,Dolo 650,Tablet,306.0,76.44,Healthcare Distributors,02-12-2027,24-06-2025,94.0,YES,34.0,Rack C
MED1800,Cetirizine,Injection,488.0,232.0,Healthcare Distributors,11-03-2028,23-10-2025,94.0,YES,261.0,Rack B
MED1801,Azithromycin,Injection,318.0,230.53,Healthcare Distributors,09-11-2027,24-01-2025,19.0,NO,276.0,Shelf 2
MED1802,Ibuprofen,Injection,228.0,415.82,Medisupply Co.,07-04-2028,05-07-2025,88.0,NO,248.0,Rack C
MED1804,Cetirizine,Syrup,438.0,112.55,Pharmaplus,22-03-2027,27-07-2025,19.0,YES,22.0,Cold Storage
MED1805,Azithromycin,Capsule,453.0,99.61,Medisupply Co.,01-12-2028,17-10-2025,72.0,YES,131.0,Cold Storage
MED1806,Cetirizine,Tablet,374.0,201.95,Apollo Meds,10-02-2027,30-10-2025,28.0,YES,202.0,Cold Storage
MED1807,Paracetamol,Capsule,165.0,27.14,Apollo Meds,15-01-2027,03-04-2025,35.0,YES,286.0,Shelf 1
MED1811,Omeprazole,Injection,354.0,295.56,Apollo Meds,26-12-2028,16-06-2025,62.0,NO,50.0,Shelf 1
MED1813,Metfromin,Syrup,466.0,286.85,Apollo Meds,12-03-2028,01-04-2025,91.0,YES,11.0,Shelf 1
MED1814,Vitamin C,Capsule,492.0,100.48,Caremed Pvt Ltd,25-06-2029,23-09-2025,23.0,YES,50.0,Shelf 1
MED1815,Dolo 650,Syrup,491.0,245.83,Pharmaplus,23-02-2029,20-09-2025,92.0,NO,186.0,Shelf 2
MED1817,Paracetamol,Tablet,290.0,53.32,Healthcare Distributors,10-11-2027,05-01-2025,98.0,YES,103.0,Rack B
MED1819,Amoxicillin,Syrup,188.0,388.15,Apollo Meds,19-11-2028,31-07-2025,27.0,YES,270.0,Rack C
MED1821,Azithromycin,Capsule,156.0,452.39,Healthcare Distributors,15-04-2028,01-01-2025,58.0,NO,252.0,Rack C
MED1822,Ibuprofen,Syrup,434.0,113.32,Medisupply Co.,17-10-2026,24-09-2025,10.0,NO,185.0,Rack B
MED1825,Azithromycin,Syrup,409.0,135.57,Healthcare Distributors,08-06-2029,06-09-2025,14.0,NO,2.0,Rack A
MED1826,Cetirizine,Syrup,324.0,44.23,Wellness Pharma,09-02-2027,28-11-2025,47.0,YES,55.0,Shelf 2
MED1828,Omeprazole,Tablet,171.0,443.99,Caremed Pvt Ltd,15-11-2027,20-10-2025,59.0,NO,132.0,Cold Storage
MED1830,Vitamin C,Syrup,351.0,148.43,Medisupply Co.,02-04-2028,02-08-2025,57.0,YES,274.0,Shelf 1
MED1832,Vitamin C,Injection,286.0,304.56,Pharmaplus,22-08-2028,16-12-2025,67.0,NO,200.0,Rack C
MED1833,Metfromin,Syrup,403.0,222.5,Healthcare Distributors,20-06-2027,10-04-2025,27.0,YES,293.0,Cold Storage
MED1834,Vitamin C,Tablet,495.0,48.07,Wellness Pharma,10-07-2026,02-08-2025,17.0,YES,34.0,Rack B
MED1835,Dolo 650,Capsule,316.0,52.01,Pharmaplus,06-02-2028,07-06-2025,94.0,YES,271.0,Rack B
MED1836,Insulin,Tablet,208.0,29.53,Wellness Pharma,26-10-2027,19-10-2025,72.0,YES,208.0,Rack A
MED1838,Metfromin,Capsule,397.0,205.34,Wellness Pharma,04-01-2029,29-06-2025,17.0,YES,269.0,Shelf 2
MED1839,Amoxicillin,Injection,322.0,69.2,Pharmaplus,17-01-2029,09-06-2025,91.0,YES,74.0,Rack B
MED1840,Ibuprofen,Capsule,331.0,220.35,Pharmaplus,27-05-2028,31-05-2025,12.0,NO,191.0,Shelf 1
MED1842,Ibuprofen,Syrup,420.0,134.42,Caremed Pvt Ltd,12-08-2027,15-03-2025,74.0,YES,251.0,Shelf 1
MED1844,Cetirizine,Syrup,266.0,426.13,Wellness Pharma,22-12-2028,03-07-2025,38.0,YES,48.0,Cold Storage
MED1846,Cetirizine,Tablet,472.0,91.38,Pharmaplus,02-01-2027,20-02-2025,74.0,YES,246.0,Rack B
MED1847,Paracetamol,Syrup,232.0,347.32,Medisupply Co.,22-12-2027,26-06-2025,75.0,YES,154.0,Shelf 1
MED1848,Omeprazole,Capsule,356.0,137.87,Caremed Pvt Ltd,05-06-2029,16-10-2025,65.0,YES,106.0,Shelf 2
MED1849,Insulin,Injection,345.0,324.35,Apollo Meds,15-08-2028,08-11-2025,80.0,YES,34.0,Rack A
MED1850,Vitamin C,Syrup,484.0,73.1,Pharmaplus,16-05-2029,21-04-2025,91.0,NO,157.0,Rack C
MED1852,Vitamin C,Tablet,420.0,70.39,Healthcare Distributors,09-01-2029,04-06-2025,58.0,NO,67.0,Rack A
MED1853,Metfromin,Syrup,249.0,398.99,Apollo Meds,07-08-2028,14-01-2025,52.0,YES,238.0,Cold Storage
MED1855,Dolo 650,Injection,450.0,159.36,Caremed Pvt Ltd,14-03-2027,07-05-2025,93.0,YES,114.0,Rack A
MED1856,Insulin,Capsule,430.0,213.0,Healthcare Distributors,24-11-2028,30-11-2025,60.0,YES,118.0,Cold Storage
MED1857,Azithromycin,Syrup,216.0,33.91,Wellness Pharma,12-12-2027,22-06-2025,15.0,YES,261.0,Rack C
MED1858,Ibuprofen,Capsule,314.0,81.81,Apollo Meds,12-01-2027,08-01-2025,10.0,YES,222.0,Shelf 1
MED1859,Vitamin C,Capsule,205.0,496.29,Apollo Meds,26-08-2027,19-10-2025,51.0,YES,128.0,Rack C
MED1860,Cetirizine,Tablet,166.0,395.71,Medisupply Co.,20-12-2028,03-11-2025,64.0,YES,19.0,Shelf 1
MED1862,Cetirizine,Syrup,321.0,250.88,Medisupply Co.,23-04-2028,16-05-2025,16.0,YES,84.0,Shelf 2
MED1863,Paracetamol,Tablet,269.0,288.7,Pharmaplus,14-03-2029,20-11-2025,24.0,YES,230.0,Shelf 1
MED1864,Omeprazole,Tablet,366.0,364.06,Medisupply Co.,08-11-2027,06-04-2025,10.0,YES,272.0,Shelf 2
MED1865,Insulin,Tablet,225.0,440.37,Medisupply Co.,04-09-2027,14-01-2025,25.0,NO,64.0,Rack C
MED1867,Omeprazole,Injection,451.0,70.79,Medisupply Co.,03-12-2027,19-04-2025,22.0,YES,205.0,Rack B
MED1869,Metfromin,Tablet,292.0,346.99,Healthcare Distributors,19-11-2027,19-08-2025,88.0,NO,288.0,Rack B
MED1870,Vitamin C,Capsule,424.0,379.41,Healthcare Distributors,05-09-2029,08-06-2025,92.0,YES,180.0,Shelf 1
MED1873,Paracetamol,Syrup,348.0,56.05,Caremed Pvt Ltd,29-03-2027,17-02-2025,22.0,YES,41.0,Shelf 2
MED1874,Metfromin,Injection,424.0,419.53,Caremed Pvt Ltd,18-08-2026,26-11-2025,15.0,YES,238.0,Shelf 2
MED1875,Amoxicillin,Syrup,204.0,462.59,Medisupply Co.,07-12-2026,26-06-2025,96.0,YES,63.0,Rack B
MED1876,Ibuprofen,Capsule,160.0,499.5,Caremed Pvt Ltd,06-11-2028,03-03-2025,49.0,YES,221.0,Cold Storage
MED1877,Azithromycin,Capsule,394.0,211.81,Pharmaplus,30-05-2027,11-03-2025,22.0,NO,246.0,Rack C
MED1879,Vitamin C,Capsule,200.0,294.76,Healthcare Distributors,08-05-2029,30-05-2025,81.0,NO,178.0,Rack B
MED1880,Cetirizine,Tablet,255.0,366.85,Caremed Pvt Ltd,06-07-2027,21-05-2025,66.0,YES,49.0,Shelf 2
MED1881,Azithromycin,Syrup,291.0,318.09,Medisupply Co.,08-06-2028,18-02-2025,19.0,YES,179.0,Shelf 2
MED1882,Cetirizine,Tablet,420.0,470.14,Wellness Pharma,29-09-2028,23-01-2025,60.0,NO,103.0,Shelf 1
MED1885,Insulin,Capsule,398.0,142.61,Caremed Pvt Ltd,14-01-2029,13-06-2025,70.0,YES,294.0,Rack A
MED1887,Omeprazole,Injection,312.0,268.75,Wellness Pharma,25-07-2027,27-09-2025,25.0,YES,239.0,Rack B
MED1888,Vitamin C,Injection,324.0,447.5,Apollo Meds,04-03-2027,19-12-2025,11.0,YES,96.0,Shelf 2
MED1889,Metfromin,Syrup,214.0,323.28,Caremed Pvt Ltd,08-05-2028,02-03-2025,42.0,NO,238.0,Cold Storage
MED1890,Vitamin C,Injection,449.0,145.08,Medisupply Co.,03-04-2027,14-05-2025,79.0,NO,181.0,Rack C
MED1892,Insulin,Syrup,264.0,320.17,Wellness Pharma,16-05-2027,23-01-2025,11.0,NO,70.0,Cold Storage
MED1893,Paracetamol,Syrup,322.0,316.66,Wellness Pharma,21-08-2026,05-09-2025,54.0,NO,64.0,Rack C
MED1894,Metfromin,Capsule,318.0,496.35,Medisupply Co.,06-04-2028,08-07-2025,50.0,NO,168.0,Cold Storage
MED1895,Amoxicillin,Capsule,299.0,45.38,Medisupply Co.,21-12-2026,12-04-2025,19.0,YES,247.0,Rack A
MED1896,Ibuprofen,Injection,477.0,348.56,Medisupply Co.,15-08-2026,08-02-2025,64.0,NO,133.0,Shelf 2
MED1897,Azithromycin,Injection,215.0,232.32,Healthcare Distributors,17-05-2028,09-03-2025,34.0,YES,227.0,Cold Storage
MED1898,Ibuprofen,Tablet,469.0,275.14,Healthcare Distributors,22-09-2026,16-04-2025,71.0,NO,71.0,Rack C
MED1899,Vitamin C,Tablet,159.0,326.68,Medisupply Co.,25-04-2029,11-07-2025,26.0,YES,37.0,Shelf 1
MED1900,Cetirizine,Syrup,235.0,26.21,Pharmaplus,01-07-2028,22-09-2025,26.0,YES,17.0,Rack A
MED1902,Ibuprofen,Injection,419.0,265.75,Medisupply Co.,03-08-2026,20-11-2025,34.0,YES,152.0,Shelf 1
MED1903,Vitamin C,Tablet,341.0,267.2,Caremed Pvt Ltd,02-10-2028,27-03-2025,53.0,YES,279.0,Rack B
MED1904,Cetirizine,Syrup,442.0,12.52,Medisupply Co.,25-01-2029,29-08-2025,73.0,YES,0.0,Shelf 1
MED1905,Azithromycin,Capsule,208.0,354.39,Healthcare Distributors,15-01-2029,09-12-2025,71.0,NO,174.0,Shelf 2
MED1906,Cetirizine,Tablet,166.0,334.77,Wellness Pharma,26-09-2029,19-11-2025,57.0,NO,130.0,Rack A
MED1907,Paracetamol,Capsule,335.0,295.57,Medisupply Co.,30-01-2028,26-10-2025,44.0,NO,256.0,Cold Storage
MED1908,Omeprazole,Tablet,490.0,112.14,Wellness Pharma,02-09-2026,17-11-2025,35.0,YES,160.0,Cold Storage
MED1909,Insulin,Injection,350.0,138.7,Wellness Pharma,03-08-2029,18-08-2025,55.0,YES,237.0,Shelf 2
MED1910,Vitamin C,Capsule,175.0,351.45,Apollo Meds,19-08-2028,22-11-2025,34.0,NO,179.0,Cold Storage
MED1912,Azithromycin,Capsule,282.0,43.61,Wellness Pharma,21-09-2028,19-08-2025,13.0,NO,276.0,Shelf 1
MED1913,Ibuprofen,Syrup,382.0,37.02,Caremed Pvt Ltd,03-09-2028,14-09-2025,59.0,NO,87.0,Rack C
MED1915,Cetirizine,Syrup,246.0,130.02,Apollo Meds,19-08-2029,27-03-2025,43.0,NO,126.0,Cold Storage
MED1916,Azithromycin,Tablet,484.0,253.81,Wellness Pharma,20-02-2028,09-11-2025,50.0,NO,169.0,Cold Storage
MED1917,Cetirizine,Tablet,255.0,111.7,Caremed Pvt Ltd,23-04-2028,18-06-2025,23.0,YES,108.0,Shelf 1
MED1918,Paracetamol,Capsule,434.0,45.74,Pharmaplus,05-12-2028,02-06-2025,11.0,YES,45.0,Rack A
MED1920,Insulin,Tablet,347.0,380.69,Healthcare Distributors,01-01-2027,01-07-2025,29.0,NO,26.0,Shelf 1
MED1921,Vitamin C,Capsule,256.0,423.43,Pharmaplus,16-05-2028,05-07-2025,82.0,NO,172.0,Rack C
MED1922,Omeprazole,Syrup,355.0,422.54,Caremed Pvt Ltd,28-12-2028,15-07-2025,60.0,YES,64.0,Rack A
MED1923,Vitamin C,Syrup,464.0,115.1,Medisupply Co.,16-10-2026,23-05-2025,94.0,NO,2.0,Shelf 2
MED1924,Metfromin,Capsule,260.0,437.32,Medisupply Co.,26-01-2027,18-08-2025,26.0,NO,265.0,Shelf 1
MED1926,Dolo 650,Syrup,201.0,113.94,Wellness Pharma,01-11-2026,15-12-2025,58.0,YES,122.0,Shelf 1
MED1927,Insulin,Tablet,184.0,112.8,Apollo Meds,13-12-2028,25-09-2025,20.0,NO,200.0,Cold Storage
MED1929,Metfromin,Tablet,284.0,52.7,Pharmaplus,24-04-2026,12-01-2025,31.0,NO,230.0,Cold Storage
MED1930,Amoxicillin,Syrup,430.0,12.39,Healthcare Distributors,27-12-2027,16-02-2025,48.0,NO,25.0,Shelf 1
MED1931,Ibuprofen,Tablet,369.0,219.78,Healthcare Distributors,01-07-2027,11-12-2025,10.0,YES,297.0,Rack C
MED1934,Vitamin C,Tablet,310.0,316.84,Wellness Pharma,28-05-2026,05-11-2025,87.0,NO,11.0,Rack A
MED1936,Azithromycin,Tablet,443.0,226.83,Wellness Pharma,25-03-2027,17-09-2025,23.0,NO,41.0,Rack C
MED1939,Omeprazole,Injection,236.0,232.3,Pharmaplus,24-05-2028,01-07-2025,85.0,NO,221.0,Rack B
MED1940,Insulin,Capsule,270.0,396.6,Pharmaplus,09-03-2028,05-10-2025,88.0,NO,52.0,Rack A
MED1941,Vitamin C,Syrup,357.0,370.64,Caremed Pvt Ltd,21-02-2027,05-06-2025,53.0,NO,107.0,Rack B
MED1942,Omeprazole,Syrup,486.0,230.4,Wellness Pharma,24-10-2028,17-10-2025,24.0,YES,163.0,Shelf 1
MED1943,Vitamin C,Tablet,198.0,322.54,Caremed Pvt Ltd,06-04-2028,12-10-2025,92.0,NO,101.0,Shelf 2
MED1945,Vitamin C,Injection,300.0,246.13,Medisupply Co.,29-07-2028,10-10-2025,21.0,YES,8.0,Shelf 1
MED1946,Dolo 650,Tablet,353.0,373.65,Medisupply Co.,08-04-2028,01-09-2025,45.0,NO,29.0,Rack C
MED1947,Insulin,Syrup,410.0,137.17,Medisupply Co.,21-01-2028,14-07-2025,88.0,NO,34.0,Cold Storage
MED1948,Paracetamol,Capsule,495.0,71.6,Healthcare Distributors,27-07-2027,28-06-2025,11.0,YES,107.0,Rack B
MED1950,Amoxicillin,Syrup,394.0,54.28,Healthcare Distributors,10-02-2028,07-04-2025,65.0,NO,179.0,Cold Storage
MED1953,Ibuprofen,Syrup,402.0,422.24,Pharmaplus,14-03-2028,19-03-2025,25.0,NO,27.0,Rack C
MED1955,Cetirizine,Injection,477.0,237.76,Medisupply Co.,30-10-2028,22-04-2025,35.0,YES,212.0,Rack C
MED1956,Azithromycin,Capsule,278.0,453.28,Apollo Meds,11-08-2026,14-09-2025,40.0,YES,217.0,Shelf 1
MED1957,Cetirizine,Syrup,320.0,200.73,Wellness Pharma,27-04-2027,02-04-2025,27.0,YES,70.0,Shelf 2
MED1960,Insulin,Tablet,182.0,283.47,Apollo Meds,05-11-2027,12-06-2025,78.0,YES,49.0,Shelf 2
MED1961,Vitamin C,Syrup,332.0,108.54,Pharmaplus,03-12-2027,20-07-2025,39.0,YES,66.0,Cold Storage
MED1962,Omeprazole,Syrup,425.0,239.21,Apollo Meds,16-05-2029,27-05-2025,53.0,YES,45.0,Rack C
MED1963,Vitamin C,Tablet,308.0,72.24,Medisupply Co.,25-04-2029,29-05-2025,14.0,YES,272.0,Shelf 2
MED1965,Vitamin C,Tablet,345.0,106.39,Healthcare Distributors,05-08-2026,09-04-2025,66.0,NO,230.0,Cold Storage
MED1966,Dolo 650,Tablet,411.0,465.42,Healthcare Distributors,11-07-2026,11-07-2025,33.0,NO,88.0,Rack C
MED1967,Insulin,Injection,280.0,434.99,Apollo Meds,26-07-2027,29-05-2025,71.0,YES,63.0,Shelf 1
MED1968,Azithromycin,Tablet,397.0,465.44,Apollo Meds,13-02-2029,20-07-2025,65.0,NO,167.0,Rack A
MED1969,Ibuprofen,Tablet,456.0,337.63,Medisupply Co.,19-12-2027,06-07-2025,18.0,NO,185.0,Shelf 1
MED1970,Vitamin C,Capsule,460.0,29.89,Medisupply Co.,07-09-2028,12-02-2025,79.0,NO,39.0,Rack B
MED1971,Cetirizine,Syrup,245.0,173.05,Wellness Pharma,20-07-2028,29-07-2025,28.0,YES,258.0,Shelf 2
MED1973,Cetirizine,Syrup,217.0,475.3,Wellness Pharma,11-01-2028,20-09-2025,90.0,NO,289.0,Shelf 1
MED1975,Omeprazole,Syrup,170.0,75.69,Healthcare Distributors,30-06-2028,31-10-2025,92.0,NO,236.0,Shelf 2
MED1976,Insulin,Capsule,390.0,194.59,Apollo Meds,01-06-2028,07-03-2025,39.0,NO,249.0,Rack B
MED1977,Vitamin C,Capsule,381.0,248.3,Healthcare Distributors,01-02-2029,08-09-2025,62.0,YES,159.0,Shelf 1
MED1979,Vitamin C,Capsule,425.0,387.54,Healthcare Distributors,25-02-2027,25-10-2025,79.0,NO,293.0,Cold Storage
MED1980,Metfromin,Tablet,464.0,53.12,Medisupply Co.,24-02-2029,05-04-2025,83.0,YES,72.0,Shelf 1
MED1981,Vitamin C,Syrup,371.0,483.86,Medisupply Co.,23-01-2028,25-10-2025,95.0,YES,221.0,Shelf 1
MED1982,Dolo 650,Tablet,329.0,34.56,Medisupply Co.,29-04-2028,08-11-2025,10.0,NO,132.0,Shelf 2
MED1988,Azithromycin,Injection,483.0,210.2,Apollo Meds,23-04-2027,24-12-2025,59.0,YES,69.0,Shelf 1
MED1989,Ibuprofen,Syrup,242.0,265.38,Pharmaplus,13-06-2026,10-10-2025,86.0,NO,242.0,Cold Storage
MED1990,Vitamin C,Injection,488.0,34.96,Healthcare Distributors,21-01-2029,26-04-2025,46.0,YES,235.0,Rack A
MED1991,Cetirizine,Tablet,447.0,490.13,Healthcare Distributors,31-10-2027,19-11-2025,53.0,NO,57.0,Cold Storage
MED1992,Azithromycin,Syrup,295.0,373.3,Pharmaplus,11-06-2029,18-04-2025,27.0,NO,93.0,Rack A
MED1993,Cetirizine,Syrup,177.0,219.82,Wellness Pharma,22-01-2027,03-10-2025,63.0,NO,231.0,Shelf 2
MED1996,Insulin,Injection,392.0,187.6,Pharmaplus,03-06-2028,26-07-2025,43.0,NO,170.0,Rack B
MED1999,Vitamin C,Tablet,236.0,328.17,Caremed Pvt Ltd,24-08-2027,02-11-2025,47.0,YES,186.0,Rack A
MED2000,Metfromin,Syrup,178.0,272.66,Apollo Meds,26-07-2027,04-05-2025,100.0,YES,291.0,Cold Storage
MED2001,Azithromycin,Injection,299.0,28.76,Medisupply Co.,04-11-2028,08-11-2025,92.0,NO,17.0,Cold Storage
MED2002,Ibuprofen,Injection,262.0,361.49,Pharmaplus,11-05-2028,23-08-2025,63.0,YES,45.0,Shelf 1
MED2003,Vitamin C,Tablet,327.0,472.69,Wellness Pharma,24-07-2026,08-08-2025,95.0,YES,182.0,Cold Storage
MED2004,Cetirizine,Syrup,341.0,261.16,Apollo Meds,09-12-2027,19-02-2025,79.0,YES,214.0,Rack A
MED2005,Azithromycin,Capsule,237.0,233.7,Healthcare Distributors,29-03-2028,28-05-2025,52.0,NO,195.0,Rack A
MED2006,Cetirizine,Syrup,155.0,141.58,Pharmaplus,19-06-2029,07-01-2025,29.0,NO,63.0,Shelf 1
MED2008,Omeprazole,Tablet,205.0,154.69,Healthcare Distributors,17-12-2026,27-02-2025,44.0,YES,29.0,Rack C
MED2009,Insulin,Injection,357.0,152.53,Wellness Pharma,15-06-2027,20-07-2025,79.0,NO,3.0,Rack A
MED2010,Vitamin C,Capsule,455.0,70.55,Apollo Meds,07-09-2027,05-05-2025,24.0,YES,257.0,Rack B
MED2011,Omeprazole,Tablet,496.0,285.43,Caremed Pvt Ltd,02-11-2028,15-08-2025,34.0,YES,84.0,Shelf 1
MED2012,Vitamin C,Capsule,324.0,237.46,Medisupply Co.,10-10-2027,09-11-2025,80.0,YES,232.0,Shelf 1
MED2013,Metformin,Syrup,207.0,348.25,Apollo Meds,07-03-2027,06-06-2025,60.0,YES,4.0,Cold Storage
MED2014,Vitamin C,Capsule,465.0,350.81,Medisupply Co.,01-08-2029,27-11-2025,26.0,YES,257.0,Shelf 2
MED2015,Cetirizine,Capsule,195.0,350.77,Healthcare Distributors,06-04-2029,06-09-2025,47.0,NO,114.0,Rack A
MED2018,Dolo 650,Syrup,271.0,487.38,Pharmaplus,19-01-2029,04-03-2025,97.0,NO,114.0,Rack A
MED2019,Omeprazole,Injection,454.0,407.55,Apollo Meds,09-11-2028,01-06-2025,23.0,NO,93.0,Shelf 1
MED2020,Paracetamol,Tablet,258.0,145.29,Pharmaplus,23-04-2027,27-04-2025,97.0,NO,250.0,Rack A
MED2021,Azithromycin,Injection,406.0,117.78,Healthcare Distributors,14-05-2028,03-03-2025,74.0,YES,85.0,Rack B
MED2022,Azithromycin,Injection,161.0,223.31,Pharmaplus,27-04-2027,28-04-2025,72.0,NO,284.0,Rack A
MED2023,Paracetamol,Tablet,384.0,369.82,Pharmaplus,12-03-2029,13-01-2025,40.0,YES,178.0,Shelf 1
MED2024,Cetirizine,Syrup,190.0,377.43,Caremed Pvt Ltd,26-10-2028,01-11-2025,18.0,YES,0.0,Rack B
MED2025,Insulin,Capsule,300.0,204.76,Pharmaplus,14-07-2026,23-09-2025,85.0,NO,169.0,Shelf 2
MED2026,Vitamin C,Syrup,300.0,170.03,Medisupply Co.,07-02-2028,03-01-2025,26.0,NO,257.0,Rack C
MED2027,Paracetamol,Capsule,372.0,385.5,Caremed Pvt Ltd,22-04-2027,01-07-2025,17.0,YES,145.0,Cold Storage
MED2028,Insulin,Injection,338.0,211.79,Healthcare Distributors,10-03-2029,09-11-2025,83.0,NO,82.0,Rack B
MED2029,Omeprazole,Injection,156.0,298.51,Medisupply Co.,23-03-2026,19-12-2025,99.0,YES,182.0,Cold Storage
MED2031,Metformin,Syrup,437.0,312.66,Caremed Pvt Ltd,09-08-2026,14-03-2025,82.0,NO,209.0,Rack C
MED2032,Amoxicillin,Capsule,473.0,474.47,Pharmaplus,17-11-2027,27-06-2025,35.0,NO,172.0,Shelf 1
MED2033,Paracetamol,Syrup,474.0,472.51,Healthcare Distributors,01-03-2028,15-12-2025,57.0,YES,203.0,Shelf 2
MED2035,Paracetamol,Tablet,165.0,125.94,Pharmaplus,23-06-2026,02-10-2025,16.0,YES,11.0,Rack A
MED2036,Azithromycin,Injection,433.0,310.75,Medisupply Co.,04-12-2026,15-03-2025,83.0,NO,120.0,Rack C
MED2040,Azithromycin,Syrup,321.0,422.28,Wellness Pharma,21-05-2026,25-04-2025,96.0,YES,209.0,Rack A
MED2041,Dolo 650,Capsule,294.0,298.39,Pharmaplus,09-08-2029,05-04-2025,44.0,YES,75.0,Rack B
MED2043,Amoxicillin,Injection,286.0,471.92,Pharmaplus,11-11-2027,29-05-2025,25.0,NO,255.0,Rack C
MED2044,Omeprazole,Tablet,159.0,103.09,Wellness Pharma,28-02-2029,10-06-2025,29.0,NO,19.0,Shelf 1
MED2046,Ibuprofen,Injection,415.0,408.52,Caremed Pvt Ltd,08-12-2026,23-10-2025,70.0,YES,291.0,Rack B
MED2047,Insulin,Tablet,154.0,271.97,Caremed Pvt Ltd,19-08-2028,28-11-2025,35.0,YES,0.0,Rack A
MED2048,Metformin,Injection,292.0,58.13,Pharmaplus,20-12-2026,25-09-2025,32.0,NO,54.0,Cold Storage
MED2050,Metformin,Tablet,159.0,316.47,Caremed Pvt Ltd,30-06-2026,18-08-2025,62.0,NO,135.0,Shelf 2
MED2051,Paracetamol,Syrup,500.0,419.49,Wellness Pharma,16-07-2028,21-04-2025,52.0,NO,274.0,Rack B
MED2054,Cetirizine,Capsule,230.0,469.62,Healthcare Distributors,10-10-2028,27-02-2025,34.0,NO,73.0,Shelf 2
MED2057,Paracetamol,Tablet,292.0,364.22,Pharmaplus,08-12-2026,05-11-2025,95.0,NO,40.0,Shelf 1
MED2058,Metformin,Syrup,389.0,459.78,Pharmaplus,07-05-2029,20-08-2025,39.0,NO,214.0,Shelf 2
MED2059,Dolo 650,Capsule,348.0,162.81,Caremed Pvt Ltd,28-08-2027,04-12-2025,96.0,YES,53.0,Rack A
MED2061,Vitamin C,Capsule,447.0,62.27,Pharmaplus,08-12-2026,21-10-2025,62.0,YES,196.0,Rack A
MED2062,Cetirizine,Tablet,215.0,196.79,Pharmaplus,24-02-2029,11-04-2025,33.0,NO,156.0,Rack C
MED2064,Cetirizine,Capsule,209.0,294.15,Caremed Pvt Ltd,14-12-2027,27-10-2025,40.0,YES,208.0,Rack B
MED2070,Azithromycin,Injection,354.0,312.3,Wellness Pharma,10-06-2026,06-10-2025,96.0,YES,138.0,Shelf 2
MED2071,Omeprazole,Tablet,423.0,231.41,Healthcare Distributors,01-03-2028,28-02-2025,27.0,NO,136.0,Cold Storage
MED2072,Azithromycin,Syrup,323.0,464.93,Healthcare Distributors,22-07-2027,26-11-2025,95.0,YES,267.0,Shelf 2
MED2073,Ibuprofen,Injection,240.0,53.55,Caremed Pvt Ltd,15-02-2027,05-12-2025,63.0,YES,169.0,Shelf 2
MED2074,Paracetamol,Tablet,443.0,409.17,Healthcare Distributors,10-07-2028,11-11-2025,52.0,NO,50.0,Rack A
MED2075,Vitamin C,Injection,390.0,427.19,Wellness Pharma,24-06-2028,24-08-2025,83.0,YES,273.0,Rack A
MED2076,Paracetamol,Injection,318.0,151.42,Medisupply Co.,11-03-2027,25-06-2025,45.0,YES,78.0,Rack B
MED2077,Dolo 650,Tablet,460.0,357.86,Caremed Pvt Ltd,20-04-2027,27-05-2025,86.0,YES,110.0,Rack B
MED2078,Vitamin C,Syrup,426.0,40.45,Caremed Pvt Ltd,05-02-2027,16-11-2025,13.0,NO,106.0,Rack C
MED2081,Azithromycin,Capsule,381.0,229.65,Healthcare Distributors,20-11-2027,03-11-2025,35.0,NO,278.0,Rack B
