Medicine_ID,Medicine_Name,Category,Stock_Quantity,Price_per_unit,Supplier_Name,Expiry_Date,Purchase_Date,Reorder_Level,Prescription_Required,Units_Sold,Storage_Location,days_to_expiry,Status
MED576,Paracetamol,Injection,277.0,208.91,Caremed Pvt Ltd,2028-08-20,28-10-2025,24.0,No,89.0,Rack A,821.0,Safe
MED577,Dolo 651,Tablet,354.0,279.41,Apollo Meds,2028-07-05,27-08-2025,49.0,No,266.0,Shelf 1,775.0,Safe
MED578,Vitamin C,Syrup,125.0,258.29,Pharmaplus,2027-07-20,01-10-2025,31.0,No,297.0,Rack B,424.0,Safe
MED579,Azithromycin,Capsule,161.0,406.87,Apollo Meds,2027-01-19,03-09-2025,51.0,Yes,41.0,Shelf 2,242.0,Safe
MED580,Paracetamol,Syrup,194.0,314.77,Pharmaplus,2026-06-18,11-02-2025,12.0,No,65.0,Cold Storage,27.0,Critical
MED581,Azithromycin,Capsule,145.0,472.43,Apollo Meds,2028-01-25,08-02-2025,91.0,No,211.0,Rack C,613.0,Safe
MED582,Insulin,Injection,237.0,376.52,Pharmaplus,2028-06-11,09-12-2025,25.0,Yes,238.0,Shelf 1,751.0,Safe
MED583,Vitamin C,Injection,62.0,252.15,Wellness Pharma,2028-07-10,31-01-2025,41.0,Yes,78.0,Shelf 2,780.0,Safe
MED584,Cetirizine,Tablet,144.0,447.75,Healthcare Distributors,2029-03-15,11-09-2025,52.0,No,224.0,Cold Storage,1028.0,Safe
MED585,Azithromycin,Syrup,363.0,411.36,Wellness Pharma,2026-10-22,14-12-2025,95.0,No,126.0,Rack B,153.0,Safe
MED586,Insulin,Capsule,265.0,300.03,Medisupply Co.,2026-12-17,13-02-2025,98.0,No,162.0,Shelf 2,209.0,Safe
MED587,Omeprazole,Syrup,52.0,364.33,Caremed Pvt Ltd,2028-11-17,07-05-2025,45.0,Yes,60.0,Cold Storage,910.0,Safe
MED588,Omeprazole,Capsule,14.0,72.37,Wellness Pharma,2029-09-08,20-02-2025,18.0,No,214.0,Shelf 1,1205.0,Safe
MED589,Amoxicillin,Tablet,113.0,103.66,Healthcare Distributors,2026-07-28,27-12-2025,67.0,Yes,252.0,Rack A,67.0,Warning
MED590,Azithromycin,Injection,306.0,155.51,Healthcare Distributors,2026-09-03,04-02-2025,57.0,Yes,246.0,Cold Storage,104.0,Safe
MED591,Insulin,Capsule,43.0,91.02,Pharmaplus,2028-01-29,21-01-2025,73.0,No,37.0,Rack B,617.0,Safe
MED592,Metformin,Tablet,488.0,259.71,Caremed Pvt Ltd,2028-08-20,21-12-2025,11.0,Yes,132.0,Shelf 1,821.0,Safe
MED593,Insulin,Capsule,318.0,114.33,Caremed Pvt Ltd,2026-06-15,08-03-2025,22.0,Yes,195.0,Rack A,24.0,Critical
MED594,Dolo 651,Syrup,228.0,207.86,Pharmaplus,2029-09-19,02-06-2025,99.0,No,152.0,Shelf 1,1216.0,Safe
MED595,Ibuprofen,Capsule,125.0,187.04,Medisupply Co.,2029-06-24,02-12-2025,87.0,Yes,281.0,Rack C,1129.0,Safe
MED596,Ibuprofen,Capsule,438.0,274.14,Apollo Meds,2027-11-03,24-12-2025,13.0,Yes,231.0,Shelf 1,530.0,Safe
MED597,Metformin,Injection,453.0,191.34,Wellness Pharma,2028-07-02,14-02-2025,92.0,Yes,300.0,Shelf 2,772.0,Safe
MED598,Dolo 650,Tablet,374.0,471.25,Wellness Pharma,2028-08-26,03-07-2025,16.0,No,101.0,Shelf 2,827.0,Safe
MED599,Dolo 650,Syrup,165.0,328.32,Healthcare Distributors,2028-01-27,20-04-2025,86.0,No,207.0,Rack B,615.0,Safe
MED600,Cetirizine,Injection,129.0,75.82,Wellness Pharma,2028-10-21,17-06-2025,11.0,No,169.0,Shelf 2,883.0,Safe
MED601,Azithromycin,Injection,92.0,344.49,Medisupply Co.,2028-01-15,02-12-2025,14.0,No,163.0,Shelf 1,603.0,Safe
MED602,Ibuprofen,Injection,76.0,127.22,Caremed Pvt Ltd,2026-09-08,02-08-2025,75.0,No,54.0,Shelf 1,109.0,Safe
MED603,Vitamin C,Tablet,354.0,371.99,Caremed Pvt Ltd,2027-02-16,29-05-2025,81.0,No,91.0,Rack A,270.0,Safe
MED604,Cetirizine,Syrup,148.0,33.74,Caremed Pvt Ltd,2028-05-02,17-06-2025,11.0,Yes,47.0,Rack B,711.0,Safe
MED605,Azithromycin,Capsule,373.0,409.93,Caremed Pvt Ltd,2027-04-21,12-05-2025,62.0,Yes,27.0,Shelf 1,334.0,Safe
MED606,Cetirizine,Tablet,12.0,93.82,Medisupply Co.,2027-07-01,02-08-2025,27.0,No,255.0,Rack B,405.0,Safe
MED607,Paracetamol,Capsule,131.0,185.15,Medisupply Co.,2027-07-07,17-03-2025,84.0,No,300.0,Rack B,411.0,Safe
MED608,Omeprazole,Tablet,467.0,71.96,Caremed Pvt Ltd,2027-05-27,31-10-2025,23.0,Yes,234.0,Shelf 1,370.0,Safe
MED609,Insulin,Injection,229.0,255.19,Medisupply Co.,2029-07-02,02-05-2025,73.0,Yes,186.0,Shelf 1,1137.0,Safe
MED610,Vitamin C,Capsule,110.0,88.88,Wellness Pharma,2027-12-12,22-09-2025,71.0,No,51.0,Rack A,569.0,Safe
MED611,Omeprazole,Injection,487.0,82.27,Caremed Pvt Ltd,2028-09-12,01-04-2025,61.0,No,159.0,Shelf 2,844.0,Safe
MED612,Vitamin C,Capsule,489.0,10.02,Caremed Pvt Ltd,2027-05-22,23-11-2025,24.0,No,19.0,Cold Storage,365.0,Safe
MED613,Metfromin,Syrup,419.0,101.26,Healthcare Distributors,2028-11-19,10-10-2025,31.0,Yes,41.0,Cold Storage,912.0,Safe
MED614,Vitamin C,Capsule,240.0,294.99,Caremed Pvt Ltd,2028-06-22,24-05-2025,61.0,Yes,139.0,Cold Storage,762.0,Safe
MED615,Dolo 652,Syrup,408.0,332.64,Healthcare Distributors,2027-02-13,23-10-2025,39.0,Yes,27.0,Shelf 1,267.0,Safe
MED616,Insulin,Tablet,98.0,90.4,Caremed Pvt Ltd,2027-03-31,14-05-2025,29.0,Yes,128.0,Shelf 1,313.0,Safe
MED617,Paracetamol,Tablet,73.0,152.5,Apollo Meds,2028-10-04,12-07-2025,34.0,No,87.0,Shelf 1,866.0,Safe
MED618,Metfromin,Capsule,210.0,229.32,Medisupply Co.,2027-03-28,06-06-2025,28.0,Yes,23.0,Shelf 2,310.0,Safe
MED619,Amoxicillin,Syrup,41.0,205.98,Medisupply Co.,2028-01-06,16-07-2025,79.0,Yes,175.0,Rack B,594.0,Safe
MED620,Ibuprofen,Tablet,367.0,493.48,Pharmaplus,2026-06-11,22-12-2025,52.0,No,7.0,Cold Storage,20.0,Critical
MED621,Azithromycin,Capsule,435.0,145.41,Wellness Pharma,2027-01-08,15-03-2025,72.0,Yes,45.0,Shelf 1,231.0,Safe
MED622,Ibuprofen,Syrup,180.0,152.49,Medisupply Co.,2029-05-27,11-08-2025,99.0,Yes,225.0,Cold Storage,1101.0,Safe
MED623,Vitamin C,Syrup,36.0,42.88,Healthcare Distributors,2027-03-17,26-11-2025,47.0,Yes,201.0,Cold Storage,299.0,Safe
MED624,Cetirizine,Capsule,229.0,58.13,Medisupply Co.,2029-07-18,26-08-2025,57.0,Yes,22.0,Cold Storage,1153.0,Safe
MED625,Azithromycin,Syrup,343.0,149.35,Wellness Pharma,2027-02-17,11-11-2025,48.0,No,298.0,Rack B,271.0,Safe
MED626,Cetirizine,Syrup,248.0,349.1,Wellness Pharma,2027-01-21,21-07-2025,51.0,Yes,148.0,Shelf 2,244.0,Safe
MED627,Paracetamol,Tablet,843.0,227.78,Medisupply Co.,2026-05-03,03-03-2025,61.0,Yes,272.0,Cold Storage,-19.0,Expired
MED628,Omeprazole,Tablet,23.0,395.7,Apollo Meds,2027-06-26,15-03-2025,53.0,Yes,258.0,Cold Storage,400.0,Safe
MED629,Insulin,Tablet,64.0,238.8,Pharmaplus,2028-11-04,24-08-2025,89.0,No,203.0,Rack C,897.0,Safe
MED630,Vitamin C,Syrup,132.0,148.67,Medisupply Co.,2027-11-16,13-04-2025,71.0,Yes,260.0,Rack C,543.0,Safe
MED631,Omeprazole,Tablet,923.0,373.88,Pharmaplus,2028-06-17,17-05-2025,30.0,No,152.0,Shelf 2,757.0,Safe
MED632,Vitamin C,Injection,24.0,424.52,Wellness Pharma,2027-05-23,02-09-2025,10.0,Yes,228.0,Rack A,366.0,Safe
MED633,Metfromin,Syrup,922.0,245.66,Wellness Pharma,2028-01-15,12-01-2025,39.0,Yes,156.0,Rack B,603.0,Safe
MED634,Vitamin C,Tablet,213.0,411.31,Pharmaplus,2028-03-22,17-01-2025,29.0,No,264.0,Cold Storage,670.0,Safe
MED635,Dolo 653,Capsule,53.0,287.71,Pharmaplus,2029-04-15,11-09-2025,84.0,Yes,147.0,Shelf 1,1059.0,Safe
MED636,Insulin,Tablet,74.0,231.52,Healthcare Distributors,2028-03-14,14-05-2025,49.0,No,109.0,Rack C,662.0,Safe
MED637,Paracetamol,Syrup,134.0,266.19,Wellness Pharma,2029-09-06,22-09-2025,74.0,Yes,156.0,Shelf 2,1203.0,Safe
MED638,Metfromin,Capsule,642.0,452.34,Medisupply Co.,2027-03-10,04-11-2025,75.0,Yes,120.0,Rack B,292.0,Safe
MED639,Amoxicillin,Injection,757.0,207.87,Medisupply Co.,2027-10-30,29-12-2025,72.0,Yes,1.0,Rack B,526.0,Safe
MED640,Ibuprofen,Capsule,123.0,200.24,Healthcare Distributors,2027-02-07,24-01-2025,77.0,Yes,262.0,Rack C,261.0,Safe
MED641,Azithromycin,Syrup,21.0,72.2,Caremed Pvt Ltd,2027-06-25,17-03-2025,29.0,No,119.0,Rack C,399.0,Safe
MED642,Ibuprofen,Syrup,865.0,148.23,Pharmaplus,2027-10-02,05-11-2025,52.0,No,25.0,Rack A,498.0,Safe
MED643,Vitamin C,Tablet,13.0,335.98,Healthcare Distributors,2026-11-05,29-10-2025,11.0,No,105.0,Rack A,167.0,Safe
MED644,Cetirizine,Syrup,75.0,423.63,Apollo Meds,2027-05-15,19-08-2025,57.0,Yes,134.0,Rack A,358.0,Safe
MED645,Azithromycin,Injection,242.0,491.41,Healthcare Distributors,2028-08-25,01-03-2025,76.0,Yes,158.0,Rack C,826.0,Safe
MED646,Cetirizine,Tablet,756.0,267.51,Apollo Meds,2027-05-20,14-01-2025,42.0,No,280.0,Rack B,363.0,Safe
MED647,Paracetamol,Syrup,24.0,318.34,Pharmaplus,2027-07-26,11-06-2025,56.0,Yes,287.0,Rack B,430.0,Safe
MED648,Omeprazole,Capsule,543.0,434.36,Caremed Pvt Ltd,2027-08-30,15-06-2025,23.0,Yes,118.0,Shelf 1,465.0,Safe
MED649,Insulin,Injection,132.0,91.78,Healthcare Distributors,2029-05-16,04-03-2025,56.0,No,22.0,Rack B,1090.0,Safe
MED650,Vitamin C,Syrup,127.0,99.14,Caremed Pvt Ltd,2026-10-08,14-07-2025,88.0,Yes,27.0,Rack A,139.0,Safe
MED651,Omeprazole,Syrup,154.0,270.82,Apollo Meds,2029-01-04,25-09-2025,71.0,Yes,16.0,Shelf 2,958.0,Safe
MED652,Vitamin C,Tablet,242.0,430.51,Apollo Meds,2026-08-01,01-01-2026,61.0,No,209.0,Shelf 2,71.0,Warning
MED653,Metfromin,Syrup,432.0,143.63,Healthcare Distributors,2028-01-09,17-05-2025,78.0,Yes,114.0,Shelf 2,597.0,Safe
MED654,Vitamin C,Syrup,12.0,490.45,Apollo Meds,2027-04-13,06-06-2025,31.0,Yes,46.0,Rack C,326.0,Safe
MED655,Dolo 654,Injection,42.0,210.74,Medisupply Co.,2027-11-10,10-02-2025,90.0,Yes,256.0,Cold Storage,537.0,Safe
MED656,Insulin,Capsule,75.0,19.82,Wellness Pharma,2028-04-19,13-05-2025,85.0,No,23.0,Rack A,698.0,Safe
MED657,Azithromycin,Syrup,235.0,241.31,Pharmaplus,2029-03-22,30-12-2025,92.0,No,116.0,Shelf 2,1035.0,Safe
MED658,Ibuprofen,Capsule,235.0,285.65,Medisupply Co.,2026-09-07,12-04-2025,81.0,No,43.0,Cold Storage,108.0,Safe
MED659,Vitamin C,Capsule,856.0,26.6,Pharmaplus,2028-01-20,19-07-2025,65.0,No,15.0,Shelf 2,608.0,Safe
MED660,Cetirizine,Tablet,124.0,101.49,Healthcare Distributors,2028-05-05,23-02-2025,95.0,Yes,91.0,Rack C,714.0,Safe
MED661,Azithromycin,Syrup,21.0,334.75,Pharmaplus,2029-04-07,27-06-2025,16.0,Yes,257.0,Cold Storage,1051.0,Safe
MED662,Cetirizine,Syrup,64.0,362.48,Medisupply Co.,2028-12-05,12-04-2025,12.0,Yes,276.0,Rack C,928.0,Safe
MED663,Paracetamol,Tablet,42.0,171.12,Apollo Meds,2028-10-27,19-08-2025,72.0,Yes,292.0,Rack C,889.0,Safe
MED664,Omeprazole,Tablet,642.0,412.56,Caremed Pvt Ltd,2029-04-28,02-02-2025,43.0,Yes,25.0,Cold Storage,1072.0,Safe
MED665,Insulin,Tablet,674.0,437.85,Wellness Pharma,2028-02-14,10-07-2025,29.0,Yes,280.0,Rack A,633.0,Safe
MED666,Vitamin C,Tablet,532.0,181.86,Caremed Pvt Ltd,2028-03-19,22-03-2025,56.0,Yes,215.0,Rack C,667.0,Safe
MED667,Omeprazole,Injection,124.0,275.08,Healthcare Distributors,2029-01-24,18-07-2025,88.0,Yes,32.0,Shelf 1,978.0,Safe
MED668,Vitamin C,Tablet,345.0,77.58,Apollo Meds,2027-03-26,16-11-2025,61.0,Yes,158.0,Rack A,308.0,Safe
MED669,Metfromin,Tablet,422.0,493.2,Wellness Pharma,2028-04-19,27-02-2025,73.0,No,61.0,Cold Storage,698.0,Safe
MED670,Vitamin C,Capsule,464.0,499.77,Caremed Pvt Ltd,2027-08-28,24-07-2025,32.0,Yes,141.0,Shelf 1,463.0,Safe
MED671,Dolo 653,Syrup,745.0,179.26,Wellness Pharma,2028-07-09,07-06-2025,18.0,No,38.0,Rack A,779.0,Safe
MED672,Insulin,Tablet,535.0,442.21,Medisupply Co.,2028-07-08,11-05-2025,89.0,No,124.0,Rack A,778.0,Safe
MED673,Paracetamol,Syrup,235.0,182.18,Healthcare Distributors,2027-12-15,18-11-2025,16.0,Yes,210.0,Rack C,572.0,Safe
MED674,Metfromin,Injection,12.0,181.58,Wellness Pharma,2028-07-02,19-08-2025,28.0,Yes,141.0,Rack B,772.0,Safe
MED675,Amoxicillin,Syrup,75.0,275.49,Medisupply Co.,2028-11-06,31-01-2025,24.0,Yes,231.0,Rack C,899.0,Safe
MED676,Ibuprofen,Capsule,421.0,143.4,Healthcare Distributors,2029-04-26,30-10-2025,45.0,No,26.0,Shelf 1,1070.0,Safe
MED677,Azithromycin,Capsule,535.0,194.71,Caremed Pvt Ltd,2027-06-24,24-06-2025,53.0,Yes,272.0,Rack B,398.0,Safe
MED678,Ibuprofen,Syrup,235.0,140.49,Medisupply Co.,2026-11-20,26-10-2025,73.0,No,143.0,Shelf 1,182.0,Safe
MED679,Vitamin C,Capsule,43.0,113.05,Wellness Pharma,2027-11-19,07-01-2025,25.0,Yes,137.0,Shelf 2,546.0,Safe
MED680,Cetirizine,Tablet,242.0,482.26,Pharmaplus,2028-05-13,20-09-2025,51.0,No,270.0,Shelf 1,722.0,Safe
MED681,Azithromycin,Syrup,121.0,371.92,Medisupply Co.,2029-01-27,24-07-2025,95.0,Yes,214.0,Cold Storage,981.0,Safe
MED682,Cetirizine,Tablet,53.0,84.86,Healthcare Distributors,2029-04-18,20-04-2025,96.0,No,177.0,Rack C,1062.0,Safe
MED683,Paracetamol,Capsule,246.0,48.05,Medisupply Co.,2027-11-25,19-11-2025,65.0,No,7.0,Shelf 1,552.0,Safe
MED684,Omeprazole,Capsule,35.0,106.52,Pharmaplus,2027-01-18,06-07-2025,30.0,Yes,16.0,Rack A,241.0,Safe
MED685,Insulin,Capsule,235.0,28.88,Apollo Meds,2027-10-26,10-02-2025,54.0,No,30.0,Rack B,522.0,Safe
MED686,Vitamin C,Capsule,644.0,66.34,Healthcare Distributors,2029-04-24,13-04-2025,16.0,Yes,183.0,Rack A,1068.0,Safe
MED687,Omeprazole,Injection,232.0,163.11,Wellness Pharma,2027-11-10,06-11-2025,58.0,Yes,193.0,Rack A,537.0,Safe
MED688,Vitamin C,Injection,64.0,317.78,Healthcare Distributors,2026-08-07,31-05-2025,27.0,Yes,41.0,Shelf 1,77.0,Warning
MED689,Metfromin,Syrup,312.0,484.74,Pharmaplus,2027-11-01,03-03-2025,50.0,No,156.0,Rack C,528.0,Safe
MED690,Vitamin C,Injection,56.0,338.61,Caremed Pvt Ltd,2027-12-12,22-03-2025,94.0,No,274.0,Cold Storage,569.0,Safe
MED691,Dolo 654,Tablet,214.0,294.7,Apollo Meds,2028-09-19,20-08-2025,36.0,Yes,122.0,Rack C,851.0,Safe
MED692,Insulin,Syrup,75.0,437.19,Wellness Pharma,2026-11-07,17-05-2025,98.0,No,83.0,Cold Storage,169.0,Safe
MED693,Paracetamol,Syrup,234.0,339.06,Apollo Meds,2027-07-30,12-09-2025,98.0,Yes,3.0,Shelf 1,434.0,Safe
MED694,Metfromin,Capsule,987.0,256.0,Pharmaplus,2028-02-27,21-02-2025,96.0,No,74.0,Shelf 2,646.0,Safe
MED695,Amoxicillin,Capsule,24.0,432.49,Caremed Pvt Ltd,2027-01-02,16-05-2025,95.0,Yes,157.0,Shelf 2,225.0,Safe
MED696,Ibuprofen,Injection,235.0,324.91,Medisupply Co.,2029-02-08,23-06-2025,62.0,Yes,237.0,Rack A,993.0,Safe
MED697,Azithromycin,Injection,13.0,164.92,Wellness Pharma,2026-02-20,06-10-2025,63.0,Yes,93.0,Rack A,-91.0,Expired
MED698,Ibuprofen,Tablet,42.0,475.1,Pharmaplus,2028-04-05,16-01-2025,54.0,Yes,288.0,Rack B,684.0,Safe
MED699,Vitamin C,Tablet,53.0,203.43,Wellness Pharma,2026-11-05,21-11-2025,16.0,Yes,6.0,Shelf 2,167.0,Safe
MED700,Cetirizine,Syrup,412.0,317.86,Caremed Pvt Ltd,2028-01-10,16-07-2025,95.0,Yes,264.0,Rack B,598.0,Safe
MED701,Azithromycin,Injection,642.0,264.63,Pharmaplus,2027-10-26,06-11-2025,55.0,No,37.0,Rack B,522.0,Safe
MED702,Ibuprofen,Injection,224.0,124.43,Apollo Meds,2029-11-30,12-05-2025,43.0,No,191.0,Shelf 2,1288.0,Safe
MED703,Vitamin C,Tablet,24.0,362.64,Pharmaplus,2028-02-25,27-12-2025,42.0,Yes,238.0,Rack A,644.0,Safe
MED704,Cetirizine,Syrup,90.0,67.05,Healthcare Distributors,2029-05-25,23-10-2025,79.0,Yes,160.0,Shelf 2,1099.0,Safe
MED705,Azithromycin,Capsule,36.0,241.99,Wellness Pharma,2027-02-28,11-07-2025,15.0,Yes,73.0,Shelf 1,282.0,Safe
MED706,Cetirizine,Tablet,233.0,138.4,Pharmaplus,2029-01-07,25-06-2025,62.0,No,86.0,Shelf 2,961.0,Safe
MED707,Paracetamol,Capsule,532.0,86.21,Wellness Pharma,2029-03-27,13-02-2025,78.0,Yes,221.0,Rack C,1040.0,Safe
MED708,Omeprazole,Tablet,234.0,273.98,Healthcare Distributors,2026-12-28,10-09-2025,63.0,Yes,212.0,Rack C,220.0,Safe
MED709,Insulin,Injection,532.0,15.53,Caremed Pvt Ltd,2027-02-28,09-10-2025,15.0,No,87.0,Rack B,282.0,Safe
MED710,Vitamin C,Capsule,56.0,87.49,Apollo Meds,2028-11-26,07-10-2025,45.0,Yes,295.0,Rack C,919.0,Safe
MED711,Omeprazole,Injection,234.0,98.19,Caremed Pvt Ltd,2028-09-27,10-10-2025,37.0,Yes,8.0,Rack A,859.0,Safe
MED712,Azithromycin,Capsule,675.0,463.39,Medisupply Co.,2028-05-06,17-06-2025,19.0,No,97.0,Rack C,715.0,Safe
MED713,Ibuprofen,Syrup,23.0,145.27,Apollo Meds,2029-04-11,30-11-2025,91.0,Yes,125.0,Cold Storage,1055.0,Safe
MED714,Vitamin C,Capsule,34.0,468.32,Healthcare Distributors,2028-11-02,23-12-2025,33.0,Yes,105.0,Shelf 2,895.0,Safe
MED715,Cetirizine,Syrup,54.0,462.2,Medisupply Co.,2029-02-04,22-02-2025,18.0,Yes,198.0,Shelf 2,989.0,Safe
MED716,Azithromycin,Tablet,53.0,401.42,Caremed Pvt Ltd,2027-11-30,20-10-2025,25.0,No,56.0,Cold Storage,557.0,Safe
MED717,Cetirizine,Tablet,76.0,11.75,Wellness Pharma,2028-08-05,03-01-2025,53.0,Yes,180.0,Cold Storage,806.0,Safe
MED718,Paracetamol,Capsule,24.0,467.04,Wellness Pharma,2028-06-26,01-05-2025,78.0,No,35.0,Rack A,766.0,Safe
MED719,Omeprazole,Syrup,754.0,305.54,Apollo Meds,2026-10-05,25-03-2025,63.0,No,265.0,Shelf 1,136.0,Safe
MED720,Insulin,Tablet,35.0,126.58,Medisupply Co.,2029-07-19,20-08-2025,53.0,Yes,210.0,Cold Storage,1154.0,Safe
MED721,Vitamin C,Capsule,753.0,391.7,Healthcare Distributors,2026-12-23,02-12-2025,85.0,No,158.0,Shelf 2,215.0,Safe
MED722,Omeprazole,Syrup,32.0,177.84,Wellness Pharma,2028-03-13,30-06-2025,87.0,No,275.0,Shelf 1,661.0,Safe
MED723,Vitamin C,Syrup,534.0,489.11,Medisupply Co.,2026-09-07,12-05-2025,76.0,Yes,224.0,Cold Storage,108.0,Safe
MED724,Metfromin,Capsule,35.0,285.63,Wellness Pharma,2029-01-18,05-09-2025,76.0,No,82.0,Rack A,972.0,Safe
MED725,Vitamin C,Syrup,85.0,338.29,Medisupply Co.,2028-04-27,05-10-2025,85.0,No,250.0,Shelf 1,706.0,Safe
MED726,Dolo 653,Syrup,73.0,300.91,Wellness Pharma,2027-08-21,26-10-2025,12.0,Yes,63.0,Shelf 1,456.0,Safe
MED727,Insulin,Tablet,854.0,361.51,Pharmaplus,2026-11-04,11-08-2025,25.0,Yes,68.0,Shelf 2,166.0,Safe
MED728,Paracetamol,Tablet,86.0,104.18,Wellness Pharma,2026-08-06,11-01-2025,27.0,Yes,89.0,Cold Storage,76.0,Warning
MED729,Metfromin,Tablet,57.0,49.11,Pharmaplus,2028-05-09,03-05-2025,86.0,No,93.0,Cold Storage,718.0,Safe
MED730,Amoxicillin,Syrup,243.0,435.02,Apollo Meds,2026-10-09,22-01-2025,66.0,No,205.0,Rack A,140.0,Safe
MED731,Ibuprofen,Tablet,743.0,409.67,Caremed Pvt Ltd,2028-08-21,13-05-2025,14.0,Yes,57.0,Rack B,822.0,Safe
MED732,Azithromycin,Injection,75.0,120.84,Healthcare Distributors,2026-12-26,24-05-2025,42.0,No,283.0,Rack C,218.0,Safe
MED733,Ibuprofen,Syrup,86.0,449.35,Apollo Meds,2028-05-20,12-09-2025,94.0,Yes,187.0,Shelf 2,729.0,Safe
MED734,Vitamin C,Tablet,13.0,259.5,Healthcare Distributors,2027-04-05,27-08-2025,58.0,Yes,174.0,Rack A,318.0,Safe
MED735,Cetirizine,Capsule,35.0,338.47,Apollo Meds,2027-07-20,28-05-2025,27.0,Yes,195.0,Rack B,424.0,Safe
MED736,Azithromycin,Tablet,84.0,143.62,Apollo Meds,2026-03-26,05-11-2025,74.0,No,280.0,Rack B,-57.0,Expired
MED737,Cetirizine,Syrup,463.0,380.81,Caremed Pvt Ltd,2029-02-23,27-02-2025,90.0,Yes,93.0,Cold Storage,1008.0,Safe
MED738,Paracetamol,Capsule,74.0,394.08,Pharmaplus,2027-05-30,14-09-2025,100.0,Yes,270.0,Shelf 2,373.0,Safe
MED739,Omeprazole,Injection,234.0,406.08,Wellness Pharma,2028-03-14,17-10-2025,24.0,Yes,281.0,Shelf 2,662.0,Safe
MED740,Insulin,Capsule,674.0,95.65,Apollo Meds,2027-04-24,20-11-2025,67.0,Yes,265.0,Rack A,337.0,Safe
MED741,Vitamin C,Syrup,89.0,440.23,Caremed Pvt Ltd,2028-10-18,20-03-2025,90.0,No,254.0,Rack C,880.0,Safe
MED742,Omeprazole,Syrup,21.0,29.28,Medisupply Co.,2028-05-29,28-10-2025,50.0,No,39.0,Shelf 2,738.0,Safe
MED743,Vitamin C,Tablet,13.0,252.16,Apollo Meds,2028-10-29,30-06-2025,32.0,Yes,252.0,Rack B,891.0,Safe
MED744,Metfromin,Syrup,33.0,417.28,Healthcare Distributors,2028-06-10,03-08-2025,12.0,No,228.0,Cold Storage,750.0,Safe
MED745,Vitamin C,Injection,311.0,41.73,Healthcare Distributors,2028-09-29,04-04-2025,37.0,Yes,87.0,Shelf 2,861.0,Safe
MED746,Dolo 654,Tablet,900.0,173.1,Wellness Pharma,2028-01-29,02-04-2025,87.0,Yes,172.0,Cold Storage,617.0,Safe
MED747,Insulin,Syrup,422.0,384.92,Caremed Pvt Ltd,2027-09-09,21-01-2025,96.0,No,242.0,Shelf 2,475.0,Safe
MED748,Paracetamol,Capsule,423.0,140.85,Healthcare Distributors,2027-09-19,17-03-2025,69.0,No,96.0,Shelf 1,485.0,Safe
MED749,Metfromin,Injection,244.0,36.55,Caremed Pvt Ltd,2027-05-25,14-02-2025,96.0,No,255.0,Shelf 1,368.0,Safe
MED750,Amoxicillin,Syrup,22.0,145.52,Medisupply Co.,2028-07-27,22-10-2025,36.0,No,155.0,Shelf 2,797.0,Safe
MED751,Ibuprofen,Syrup,24.0,472.3,Wellness Pharma,2028-03-05,25-02-2025,23.0,Yes,295.0,Shelf 1,653.0,Safe
MED752,Azithromycin,Tablet,243.0,420.78,Apollo Meds,2027-02-01,11-09-2025,64.0,No,258.0,Shelf 1,255.0,Safe
MED753,Ibuprofen,Syrup,352.0,254.99,Healthcare Distributors,2027-10-07,30-03-2025,44.0,Yes,15.0,Rack B,503.0,Safe
MED754,Vitamin C,Syrup,523.0,124.74,Wellness Pharma,2027-06-15,19-10-2025,63.0,No,158.0,Rack B,389.0,Safe
MED755,Cetirizine,Injection,856.0,358.68,Caremed Pvt Ltd,2029-04-10,30-05-2025,66.0,Yes,157.0,Rack A,1054.0,Safe
MED756,Azithromycin,Capsule,874.0,492.17,Medisupply Co.,2027-08-07,27-06-2025,21.0,No,103.0,Shelf 2,442.0,Safe
MED757,Cetirizine,Syrup,213.0,301.97,Healthcare Distributors,2029-06-17,17-11-2025,21.0,Yes,5.0,Rack A,1122.0,Safe
MED758,Paracetamol,Capsule,131.0,360.47,Caremed Pvt Ltd,2026-09-14,17-11-2025,73.0,Yes,131.0,Shelf 1,115.0,Safe
MED759,Omeprazole,Capsule,141.0,441.6,Apollo Meds,2027-02-08,18-01-2025,48.0,Yes,213.0,Rack A,262.0,Safe
MED760,Insulin,Tablet,63.0,160.02,Medisupply Co.,2029-04-24,19-06-2025,42.0,No,113.0,Shelf 2,1068.0,Safe
MED761,Vitamin C,Syrup,876.0,62.29,Apollo Meds,2026-05-11,29-12-2025,74.0,No,70.0,Shelf 2,-11.0,Expired
MED762,Omeprazole,Syrup,654.0,183.79,Medisupply Co.,2028-11-28,25-01-2025,16.0,No,269.0,Rack A,921.0,Safe
MED763,Vitamin C,Tablet,234.0,65.23,Pharmaplus,2027-12-14,06-12-2025,39.0,No,263.0,Rack A,571.0,Safe
MED764,Metfromin,Tablet,21.0,335.65,Medisupply Co.,2028-09-04,16-06-2025,59.0,Yes,52.0,Rack A,836.0,Safe
MED765,Vitamin C,Tablet,321.0,60.19,Apollo Meds,2026-10-29,06-02-2025,84.0,Yes,4.0,Rack B,160.0,Safe
MED766,Dolo 655,Tablet,53.0,113.8,Caremed Pvt Ltd,2029-05-19,27-01-2025,69.0,Yes,172.0,Rack C,1093.0,Safe
