Medicine_ID,Medicine_Name,Category,Stock_Quantity,Price_per_unit,Supplier_Name,Expiry_Date,Purchase_Date,Reorder_Level,Prescription_Required,Units_Sold,Storage_Location
MED916,Insulin,Injection,642,296.53,PharmaPlus,03-02-2027,07-02-2025,95,No,247,Rack B
MED917,Paracetamol,Tablet,674,16.34,CareMed Pvt Ltd,16-06-2026,20-09-2025,95,Yes,73,Shelf 2
MED918,Metfromin,Syrup,532,205.46,PharmaPlus,31-12-2026,06-01-2025,82,Yes,233,Shelf 1
MED919,Amoxicillin,Injection,124,332.02,CareMed Pvt Ltd,11-02-2027,04-09-2025,56,Yes,163,Rack B
MED920,Ibuprofen,Tablet,345,314.3,PharmaPlus,20-01-2027,28-11-2025,72,Yes,170,Rack A
MED921,Azithromycin,Injection,422,31.83,HealthCare Distributors,24-08-2028,15-07-2025,80,Yes,263,Cold Storage
MED922,Ibuprofen,Injection,464,201.64,HealthCare Distributors,13-04-2029,27-11-2025,42,Yes,242,Rack A
MED923,Vitamin C,Tablet,745,187.97,PharmaPlus,07-09-2029,14-04-2025,85,No,96,Rack B
MED924,Cetirizine,Syrup,535,125.82,Wellness Pharma,11-10-2027,27-10-2025,86,No,117,Shelf 2
MED925,Azithromycin,Capsule,235,99.44,MediSupply Co.,03-01-2028,15-11-2025,46,Yes,81,Rack C
MED926,Cetirizine,Syrup,12,407.25,Wellness Pharma,07-10-2026,15-08-2025,81,Yes,93,Cold Storage
MED927,Paracetamol,Capsule,75,246.25,CareMed Pvt Ltd,18-09-2026,21-03-2025,36,No,220,Rack A
MED928,Omeprazole,Injection,421,437.54,MediSupply Co.,21-01-2028,19-07-2025,19,Yes,200,Rack A
MED929,Insulin,Injection,535,211.99,Wellness Pharma,05-02-2028,31-08-2025,73,No,208,Rack B
MED930,Vitamin C,Tablet,235,369.69,Wellness Pharma,10-06-2027,20-05-2025,71,Yes,205,Cold Storage
MED931,Omeprazole,Syrup,43,313.97,HealthCare Distributors,26-08-2026,23-09-2025,42,No,13,Rack A
MED932,Vitamin C,Capsule,242,431.61,PharmaPlus,16-12-2028,26-01-2025,58,Yes,194,Shelf 1
MED933,Metfromin,Syrup,121,194.72,MediSupply Co.,23-04-2029,03-11-2025,17,Yes,230,Cold Storage
MED934,Vitamin C,Capsule,53,78.73,HealthCare Distributors,01-03-2029,15-06-2025,79,Yes,50,Shelf 1
MED935,Dolo 654,Tablet,246,341.89,Wellness Pharma,14-01-2029,12-05-2025,85,No,259,Rack A
MED936,Insulin,Injection,35,249.61,MediSupply Co.,24-03-2027,19-06-2025,71,No,155,Rack B
MED937,Paracetamol,Capsule,235,318.62,HealthCare Distributors,17-07-2027,05-09-2025,95,No,122,Cold Storage
MED938,Metfromin,Tablet,644,367.17,Apollo Meds,30-11-2028,22-07-2025,37,Yes,115,Shelf 1
MED939,Amoxicillin,Capsule,232,391.95,Wellness Pharma,08-05-2029,25-06-2025,27,No,250,Shelf 1
MED940,Ibuprofen,Syrup,64,427.52,PharmaPlus,03-02-2027,30-10-2025,35,Yes,228,Cold Storage
MED941,Azithromycin,Capsule,312,48.49,Wellness Pharma,16-05-2028,28-08-2025,34,No,221,Shelf 2
MED942,Ibuprofen,Capsule,56,288.45,PharmaPlus,17-12-2027,30-07-2025,51,No,249,Cold Storage
MED943,Vitamin C,Injection,214,423.89,PharmaPlus,13-10-2028,06-04-2025,93,No,166,Rack C
MED944,Cetirizine,Tablet,75,40.15,CareMed Pvt Ltd,21-04-2027,10-04-2025,58,No,146,Shelf 2
MED945,Azithromycin,Syrup,234,198.13,Wellness Pharma,04-06-2026,01-06-2025,37,Yes,132,Shelf 1
MED946,Cetirizine,Injection,987,299.74,Apollo Meds,13-10-2027,10-02-2025,97,No,270,Cold Storage
MED947,Paracetamol,Tablet,24,199.59,MediSupply Co.,20-12-2028,24-08-2025,23,No,252,Rack B
MED948,Omeprazole,Injection,235,444.42,Apollo Meds,17-07-2026,20-06-2025,27,Yes,149,Rack C
MED949,Insulin,Injection,13,212.96,HealthCare Distributors,24-11-2026,16-03-2025,98,Yes,122,Rack A
MED950,Vitamin C,Tablet,42,89.03,HealthCare Distributors,02-03-2028,02-05-2025,19,No,196,Cold Storage
MED951,Omeprazole,Syrup,53,338.15,PharmaPlus,26-05-2027,30-01-2025,51,Yes,237,Cold Storage
MED952,Vitamin C,Capsule,412,334.93,Wellness Pharma,08-07-2026,09-12-2025,34,Yes,268,Rack B
MED953,Metfromin,Syrup,642,311.43,Wellness Pharma,02-08-2027,05-01-2025,51,No,184,Cold Storage
MED954,Vitamin C,Capsule,224,214.84,MediSupply Co.,31-03-2029,09-06-2025,80,No,281,Shelf 1
MED955,Dolo 655,Injection,24,31.13,Apollo Meds,23-12-2026,17-08-2025,38,No,236,Shelf 1
MED956,Insulin,Injection,90,150.37,PharmaPlus,16-09-2026,06-03-2025,47,No,283,Rack C
MED957,Azithromycin,Tablet,36,340.26,Wellness Pharma,19-11-2026,28-04-2025,21,No,272,Rack B
MED958,Ibuprofen,Syrup,233,159.11,Apollo Meds,23-05-2028,04-05-2025,35,No,204,Rack B
MED959,Vitamin C,Capsule,532,378.55,HealthCare Distributors,11-12-2028,01-06-2025,36,Yes,149,Shelf 1
MED960,Cetirizine,Syrup,234,384.66,Wellness Pharma,26-05-2027,23-03-2025,50,No,91,Rack A
MED961,Azithromycin,Capsule,532,293.59,Wellness Pharma,25-10-2028,17-01-2025,41,Yes,158,Rack A
MED962,Cetirizine,Tablet,56,187.62,PharmaPlus,21-09-2028,11-05-2025,64,Yes,158,Shelf 1
MED963,Paracetamol,Injection,234,445.12,PharmaPlus,26-08-2028,02-12-2025,41,Yes,152,Rack A
MED964,Omeprazole,Capsule,675,92.98,MediSupply Co.,15-05-2027,05-01-2025,36,Yes,168,Rack C
MED965,Insulin,Tablet,23,408.5,Wellness Pharma,30-12-2026,27-04-2025,85,No,286,Rack A
MED966,Vitamin C,Capsule,34,384.13,PharmaPlus,01-05-2027,20-10-2025,39,No,231,Rack B
MED967,Omeprazole,Syrup,54,486.33,Wellness Pharma,16-04-2027,05-05-2025,49,Yes,266,Rack C
MED968,Vitamin C,Capsule,53,290.82,HealthCare Distributors,22-11-2026,02-08-2025,62,No,299,Shelf 1
MED969,Metfromin,Capsule,76,340.81,CareMed Pvt Ltd,06-08-2027,11-08-2025,98,No,278,Rack A
MED970,Vitamin C,Injection,24,131.07,Apollo Meds,07-05-2027,01-04-2025,93,Yes,152,Shelf 2
MED971,Dolo 654,Tablet,754,469.82,CareMed Pvt Ltd,27-05-2027,28-07-2025,12,Yes,98,Rack C
MED972,Insulin,Syrup,35,326.08,PharmaPlus,06-09-2028,19-09-2025,93,Yes,144,Shelf 2
MED973,Paracetamol,Injection,753,347.75,PharmaPlus,19-01-2028,11-04-2025,94,No,57,Shelf 2
MED974,Metfromin,Tablet,32,474.58,MediSupply Co.,19-01-2027,12-09-2025,29,Yes,8,Rack A
MED975,Amoxicillin,Injection,534,328.99,CareMed Pvt Ltd,21-09-2027,23-02-2025,94,Yes,170,Shelf 2
MED976,Ibuprofen,Injection,35,17.56,MediSupply Co.,30-01-2028,11-07-2025,97,No,167,Shelf 2
MED977,Azithromycin,Tablet,85,435.65,MediSupply Co.,21-12-2028,11-01-2025,16,Yes,224,Shelf 1
MED978,Ibuprofen,Syrup,73,317.22,Apollo Meds,19-04-2029,11-04-2025,39,No,271,Shelf 2
MED979,Vitamin C,Capsule,854,289.13,MediSupply Co.,26-08-2027,31-08-2025,28,Yes,214,Shelf 2
MED980,Cetirizine,Syrup,86,135.22,Wellness Pharma,21-09-2027,25-08-2025,78,Yes,55,Shelf 2
MED981,Azithromycin,Capsule,57,293.53,HealthCare Distributors,26-03-2028,13-08-2025,49,Yes,117,Cold Storage
MED982,Cetirizine,Injection,243,261.81,Apollo Meds,07-02-2027,24-08-2025,70,No,75,Cold Storage
MED983,Paracetamol,Injection,743,483.66,Apollo Meds,03-05-2028,26-04-2025,74,No,15,Shelf 2
MED984,Omeprazole,Tablet,75,176.33,PharmaPlus,08-10-2028,28-01-2025,86,Yes,108,Rack A
MED985,Insulin,Syrup,86,183.61,CareMed Pvt Ltd,05-09-2028,17-05-2025,75,No,247,Rack A
MED986,Vitamin C,Capsule,13,223.59,MediSupply Co.,12-12-2027,17-11-2025,57,No,203,Rack C
MED987,Omeprazole,Syrup,35,244.27,Wellness Pharma,19-02-2028,25-04-2025,69,Yes,4,Rack A
MED988,Vitamin C,Capsule,84,114.15,PharmaPlus,28-04-2029,18-04-2025,14,Yes,252,Rack A
MED989,Metfromin,Tablet,463,97.49,HealthCare Distributors,29-07-2026,19-06-2025,45,Yes,271,Shelf 1
MED990,Vitamin C,Injection,74,31.77,Apollo Meds,29-12-2028,25-04-2025,70,Yes,168,Cold Storage
MED991,Dolo 655,Capsule,234,221.59,Wellness Pharma,22-04-2028,05-09-2025,68,Yes,190,Shelf 2
MED992,Insulin,Tablet,674,125.14,PharmaPlus,13-09-2026,21-11-2025,72,No,142,Shelf 2
MED993,Paracetamol,Capsule,89,498.09,Wellness Pharma,07-01-2027,02-01-2025,24,No,299,Rack C
MED994,Metfromin,Syrup,21,242.73,PharmaPlus,30-08-2028,23-10-2025,36,No,36,Rack B
MED995,Amoxicillin,Capsule,13,42.94,MediSupply Co.,11-10-2028,01-06-2025,95,Yes,247,Shelf 2
MED996,Ibuprofen,Capsule,33,364.22,MediSupply Co.,28-12-2027,10-02-2025,70,Yes,103,Shelf 2
MED997,Azithromycin,Injection,311,400.81,Apollo Meds,22-03-2029,30-07-2025,60,No,118,Rack C
MED998,Ibuprofen,Tablet,900,430.37,Wellness Pharma,09-11-2027,19-09-2025,74,Yes,139,Cold Storage
MED999,Vitamin C,Syrup,422,406.11,PharmaPlus,05-06-2029,20-04-2025,52,No,208,Shelf 2
MED1000,Cetirizine,Injection,423,185.27,Apollo Meds,09-11-2026,27-11-2025,51,Yes,113,Shelf 2
MED1001,Azithromycin,Injection,244,112.23,CareMed Pvt Ltd,09-09-2028,26-08-2025,67,Yes,95,Cold Storage
MED1002,Ibuprofen,Injection,22,348.81,Wellness Pharma,19-01-2027,08-06-2025,10,No,271,Rack A
MED1003,Vitamin C,Tablet,24,94.94,PharmaPlus,12-11-2028,10-03-2025,74,No,135,Cold Storage
MED1004,Cetirizine,Syrup,243,224.18,CareMed Pvt Ltd,04-09-2028,11-02-2025,57,Yes,179,Rack C
MED1005,Azithromycin,Capsule,352,161.62,CareMed Pvt Ltd,27-03-2026,03-07-2025,24,Yes,300,Rack C
MED1006,Cetirizine,Tablet,523,368.92,PharmaPlus,08-03-2027,22-02-2025,98,No,98,Rack C
MED1007,Paracetamol,Capsule,856,405.34,PharmaPlus,05-12-2027,05-09-2025,26,No,279,Rack B
MED1008,Omeprazole,Tablet,874,135.82,Apollo Meds,17-01-2029,19-04-2025,51,No,78,Rack B
MED1009,Insulin,Injection,213,96.28,Wellness Pharma,19-10-2027,04-06-2025,28,No,297,Cold Storage
MED1010,Vitamin C,Capsule,131,398.38,HealthCare Distributors,07-10-2028,07-07-2025,63,No,30,Shelf 2
MED1011,Omeprazole,Injection,141,212.92,PharmaPlus,02-05-2028,20-12-2025,59,Yes,265,Rack C
MED1012,Azithromycin,Capsule,63,293.44,CareMed Pvt Ltd,02-01-2028,04-09-2025,37,Yes,216,Shelf 2
MED1013,Ibuprofen,Syrup,876,171.68,Apollo Meds,30-03-2026,07-04-2025,18,No,216,Shelf 2
MED1014,Vitamin C,Capsule,654,211.75,CareMed Pvt Ltd,25-12-2028,26-03-2025,72,Yes,145,Rack A
MED1015,Cetirizine,Syrup,234,121.82,CareMed Pvt Ltd,08-10-2028,26-11-2025,65,Yes,230,Shelf 1
MED1016,Azithromycin,Tablet,21,89.04,HealthCare Distributors,10-01-2029,27-01-2025,38,No,200,Shelf 1
MED1017,Cetirizine,Tablet,321,140.15,Wellness Pharma,15-11-2027,08-06-2025,57,No,166,Shelf 1
MED1018,Paracetamol,Capsule,53,286.88,Wellness Pharma,27-02-2028,27-03-2025,39,Yes,81,Rack C
MED1019,Omeprazole,Syrup,890,417.79,PharmaPlus,30-10-2028,23-05-2025,41,Yes,91,Cold Storage
MED1020,Insulin,Tablet,654,491.07,CareMed Pvt Ltd,09-03-2028,27-08-2025,39,Yes,259,Rack B
MED1021,Vitamin C,Capsule,342,429.48,Apollo Meds,24-03-2026,05-01-2025,74,No,63,Rack B
MED1022,Omeprazole,Syrup,312,45.13,Apollo Meds,31-03-2029,18-01-2025,37,Yes,277,Cold Storage
MED1023,Vitamin C,Syrup,76,88.41,HealthCare Distributors,03-04-2027,25-04-2025,12,No,45,Rack C
MED1024,Metfromin,Capsule,423,295.75,Apollo Meds,15-05-2028,05-01-2025,97,No,200,Rack A
MED1025,Vitamin C,Syrup,123,404.78,MediSupply Co.,13-07-2027,23-02-2025,40,No,103,Rack C
MED1026,Dolo 654,Syrup,88,135.48,HealthCare Distributors,13-10-2028,02-06-2025,83,Yes,247,Rack C
MED1027,Insulin,Tablet,11,429.88,HealthCare Distributors,10-09-2027,01-11-2025,21,Yes,279,Rack B
MED1028,Paracetamol,Tablet,10,140.76,HealthCare Distributors,10-11-2028,05-12-2025,52,Yes,212,Rack A
MED1029,Metfromin,Tablet,99,289.03,Wellness Pharma,09-02-2028,03-05-2025,67,No,213,Rack B
MED1030,Amoxicillin,Syrup,123,324.79,HealthCare Distributors,01-12-2028,30-04-2025,87,Yes,93,Rack C
MED1031,Ibuprofen,Tablet,835,217.98,Apollo Meds,06-04-2027,20-01-2025,60,No,39,Shelf 2
MED1032,Azithromycin,Injection,537,179.05,PharmaPlus,05-06-2028,09-04-2025,12,Yes,199,Rack B
MED1033,Ibuprofen,Syrup,76,469.66,PharmaPlus,16-09-2028,26-06-2025,77,No,278,Rack C
MED1034,Vitamin C,Tablet,63,118.69,Apollo Meds,21-12-2028,22-03-2025,79,No,29,Shelf 1
MED1035,Cetirizine,Capsule,87,84.17,CareMed Pvt Ltd,01-03-2026,20-06-2025,27,No,8,Shelf 1
MED1036,Azithromycin,Tablet,55,175.61,Wellness Pharma,30-10-2028,10-02-2025,83,No,215,Rack A
MED1037,Cetirizine,Syrup,33,452.71,PharmaPlus,03-05-2029,13-02-2025,41,No,33,Shelf 2
MED1038,Paracetamol,Capsule,87,215.58,HealthCare Distributors,13-05-2026,15-12-2025,88,No,2,Shelf 1
MED1039,Omeprazole,Injection,334,400.88,HealthCare Distributors,10-11-2028,27-01-2025,11,No,1,Shelf 1
MED1040,Insulin,Capsule,766,83.17,Wellness Pharma,19-08-2028,17-04-2025,14,No,31,Rack A
MED1041,Vitamin C,Syrup,43,464.58,Apollo Meds,18-01-2029,02-01-2025,17,No,180,Rack A
MED1042,Omeprazole,Syrup,234,164.84,Wellness Pharma,10-04-2026,10-10-2025,33,Yes,86,Shelf 2
MED1043,Vitamin C,Tablet,12,483.79,Wellness Pharma,26-09-2026,07-03-2025,49,Yes,266,Shelf 2
MED1044,Metfromin,Syrup,75,122.28,Wellness Pharma,15-08-2028,26-07-2025,42,No,25,Shelf 2
MED1045,Vitamin C,Injection,421,59.51,HealthCare Distributors,21-09-2028,01-11-2025,98,Yes,49,Rack C
MED1046,Dolo 655,Tablet,535,168.4,PharmaPlus,28-04-2027,23-01-2025,45,Yes,258,Rack C
MED1047,Insulin,Syrup,235,445.19,HealthCare Distributors,07-08-2027,10-12-2025,58,No,102,Shelf 1
MED1048,Paracetamol,Capsule,43,380.8,CareMed Pvt Ltd,21-11-2026,15-05-2025,51,Yes,196,Rack B
MED1049,Metfromin,Injection,242,462.13,Wellness Pharma,16-07-2027,25-09-2025,98,Yes,101,Shelf 2
MED1050,Amoxicillin,Syrup,121,295.58,MediSupply Co.,26-07-2028,29-12-2025,77,No,254,Cold Storage
MED1051,Ibuprofen,Syrup,53,468.91,MediSupply Co.,17-09-2027,13-04-2025,41,No,185,Cold Storage
MED1052,Azithromycin,Tablet,246,226.16,HealthCare Distributors,30-04-2027,10-01-2025,94,Yes,160,Shelf 1
MED1053,Ibuprofen,Syrup,35,486.92,PharmaPlus,24-09-2026,22-09-2025,10,Yes,149,Shelf 2
MED1054,Vitamin C,Syrup,235,27.59,MediSupply Co.,24-12-2026,13-06-2025,12,No,295,Rack C
MED1055,Cetirizine,Injection,644,307.29,Wellness Pharma,28-04-2028,17-02-2025,15,No,294,Cold Storage
MED1056,Azithromycin,Capsule,232,335.77,CareMed Pvt Ltd,08-08-2026,16-08-2025,100,No,190,Rack C
MED1057,Cetirizine,Syrup,452.7,127.23,HealthCare Distributors,04-07-2026,17-05-2025,94,Yes,155,Shelf 2
MED1058,Paracetamol,Capsule,510.8,378.63,Apollo Meds,04-04-2026,17-02-2025,75,No,290,Cold Storage
MED1059,Omeprazole,Capsule,568.9,216.88,Apollo Meds,21-05-2027,04-02-2025,61,No,264,Rack B
MED1060,Insulin,Tablet,627,125.17,Wellness Pharma,26-07-2027,27-12-2025,29,Yes,38,Shelf 2
MED1061,Vitamin C,Syrup,685.1,247.69,Apollo Meds,26-01-2027,22-09-2025,70,Yes,178,Rack A
MED1062,Omeprazole,Syrup,743.2,380.21,Apollo Meds,20-06-2026,05-03-2025,63,No,146,Rack B
MED1063,Vitamin C,Tablet,801.3,22.79,Apollo Meds,28-11-2028,22-03-2025,44,No,228,Cold Storage
MED1064,Metfromin,Tablet,859.4,345.83,HealthCare Distributors,20-03-2028,30-01-2025,28,Yes,161,Cold Storage
MED1065,Vitamin C,Tablet,917.5,427.2,Wellness Pharma,11-04-2026,25-06-2025,52,No,39,Rack A
MED1066,Dolo 656,Tablet,975.6,10.9,Apollo Meds,25-08-2027,20-01-2025,22,No,56,Shelf 1
MED1067,Insulin,Injection,1033.7,253.61,PharmaPlus,05-04-2027,11-01-2025,28,Yes,77,Shelf 1
MED1068,Azithromycin,Tablet,1091.8,392.15,HealthCare Distributors,20-04-2027,21-09-2025,20,Yes,113,Rack C
MED1069,Ibuprofen,Tablet,1149.9,460.13,Apollo Meds,16-11-2027,11-07-2025,54,No,272,Rack C
MED1070,Vitamin C,Capsule,76,139.68,MediSupply Co.,09-09-2027,20-04-2025,23,No,261,Rack B
MED1071,Cetirizine,Syrup,24,452.19,Wellness Pharma,13-02-2029,21-12-2025,82,Yes,245,Shelf 1
MED1072,Azithromycin,Tablet,754,355.42,Wellness Pharma,07-12-2027,05-11-2025,12,Yes,193,Rack C
MED1073,Cetirizine,Syrup,35,362.69,CareMed Pvt Ltd,26-01-2028,19-12-2025,60,No,245,Rack B
MED1074,Paracetamol,Injection,753,135.6,CareMed Pvt Ltd,05-12-2027,06-04-2025,14,Yes,160,Shelf 1
MED1075,Omeprazole,Syrup,32,495.02,PharmaPlus,27-10-2028,12-01-2025,18,No,8,Shelf 2
MED1076,Insulin,Capsule,534,49.79,MediSupply Co.,19-07-2028,29-01-2025,56,No,111,Cold Storage
MED1077,Vitamin C,Capsule,35,272.66,Wellness Pharma,31-08-2027,11-05-2025,11,No,268,Shelf 2
MED1078,Omeprazole,Syrup,85,194.61,HealthCare Distributors,17-05-2028,27-07-2025,55,No,85,Rack C
MED1079,Vitamin C,Capsule,73,434.89,Apollo Meds,23-12-2028,24-04-2025,17,Yes,192,Rack B
MED1080,Metfromin,Tablet,854,430.74,PharmaPlus,26-01-2027,29-09-2025,75,No,260,Shelf 1
MED1081,Vitamin C,Syrup,86,453.38,Wellness Pharma,31-03-2027,06-01-2025,96,No,229,Rack A
MED1082,Dolo 655,Tablet,57,36.22,HealthCare Distributors,06-12-2027,10-07-2025,65,No,38,Rack A
MED1083,Insulin,Capsule,243,437.29,Wellness Pharma,03-11-2028,25-08-2025,14,No,61,Rack C
MED1084,Paracetamol,Capsule,743,194.38,MediSupply Co.,02-11-2027,06-10-2025,26,No,12,Shelf 2
MED1085,Metfromin,Capsule,75,113.87,CareMed Pvt Ltd,29-03-2027,28-08-2025,85,Yes,272,Rack C
MED1086,Amoxicillin,Capsule,86,121.58,CareMed Pvt Ltd,05-10-2028,14-03-2025,93,No,130,Rack C
MED1087,Ibuprofen,Injection,13,244.83,HealthCare Distributors,17-12-2029,19-08-2025,77,No,44,Rack A
MED1088,Azithromycin,Injection,35,424.22,MediSupply Co.,23-12-2027,28-12-2025,97,No,132,Shelf 2
MED1089,Ibuprofen,Syrup,84,59.67,Apollo Meds,28-02-2027,28-08-2025,35,No,243,Shelf 1
MED1090,Vitamin C,Injection,463,243.33,Apollo Meds,22-12-2026,29-05-2025,97,No,259,Rack C
MED1091,Cetirizine,Tablet,74,189.64,Apollo Meds,24-05-2027,08-02-2025,49,No,267,Rack B
MED1092,Azithromycin,Syrup,234,448.22,MediSupply Co.,29-09-2027,16-02-2025,69,No,83,Rack B
MED1093,Cetirizine,Syrup,674,154.66,HealthCare Distributors,09-01-2027,24-09-2025,39,Yes,145,Shelf 2
MED1094,Paracetamol,Capsule,89,40.32,PharmaPlus,10-04-2029,06-08-2025,53,Yes,149,Shelf 1
MED1095,Omeprazole,Capsule,21,157.82,HealthCare Distributors,10-07-2026,14-04-2025,32,No,181,Shelf 2
MED1096,Insulin,Injection,13,19.39,Apollo Meds,07-04-2029,09-07-2025,46,Yes,2,Shelf 2
MED1097,Vitamin C,Injection,33,42.46,Wellness Pharma,27-08-2028,20-08-2025,37,No,49,Rack C
MED1098,Omeprazole,Tablet,311,208.62,MediSupply Co.,02-02-2028,04-04-2025,14,No,259,Rack A
MED1099,Vitamin C,Tablet,900,34.33,Apollo Meds,17-07-2026,12-07-2025,68,No,182,Rack B
MED1100,Metfromin,Syrup,422,321.55,CareMed Pvt Ltd,18-01-2029,09-04-2025,98,Yes,81,Rack C
MED1101,Azithromycin,Injection,423,356.33,MediSupply Co.,10-07-2028,08-02-2025,87,No,173,Shelf 2
MED1102,Ibuprofen,Injection,244,478.16,MediSupply Co.,28-04-2027,28-07-2025,75,No,213,Cold Storage
MED1103,Vitamin C,Tablet,22,141.74,Apollo Meds,19-10-2027,26-07-2025,95,No,166,Shelf 1
MED1104,Cetirizine,Syrup,24,471.26,HealthCare Distributors,17-12-2026,25-05-2025,79,No,147,Rack C
MED1105,Azithromycin,Capsule,243,324.67,HealthCare Distributors,02-07-2028,24-05-2025,13,Yes,229,Rack B
MED1106,Cetirizine,Tablet,352,309.45,PharmaPlus,19-12-2028,10-08-2025,77,No,133,Shelf 1
MED1107,Paracetamol,Capsule,523,283.85,Apollo Meds,21-03-2029,09-04-2025,50,No,218,Cold Storage
MED1108,Omeprazole,Tablet,856,119.3,CareMed Pvt Ltd,15-06-2029,29-11-2025,76,No,300,Rack B
MED1109,Insulin,Injection,373,168.55,PharmaPlus,27-06-2028,09-08-2025,90,Yes,216,Rack B
MED1110,Vitamin C,Capsule,12,67.36,PharmaPlus,21-01-2028,13-08-2025,54,No,293,Shelf 1
MED1111,Omeprazole,Injection,131,130,Wellness Pharma,21-06-2026,25-06-2025,79,No,223,Rack A
MED1112,Vitamin C,Capsule,467,112.05,Apollo Meds,13-07-2028,29-04-2025,61,Yes,112,Rack B
MED1113,Metformin,Syrup,229,40.31,Wellness Pharma,11-01-2027,02-04-2025,16,Yes,189,Rack A
MED1114,Vitamin C,Capsule,110,181.49,HealthCare Distributors,03-01-2028,11-09-2025,23,Yes,289,Shelf 1
MED1115,Cetirizine,Syrup,487,286.32,HealthCare Distributors,19-12-2028,21-01-2025,63,No,24,Rack C
MED1116,Paracetamol,Tablet,489,98,CareMed Pvt Ltd,13-09-2029,02-09-2025,28,Yes,245,Cold Storage
MED1117,Paracetamol,Tablet,410,135.92,MediSupply Co.,14-09-2026,26-11-2025,65,Yes,126,Rack A
MED1118,Dolo 653,Capsule,240,107.02,MediSupply Co.,08-02-2028,29-07-2025,71,Yes,161,Shelf 2
MED1119,Omeprazole,Syrup,484,320.86,MediSupply Co.,11-12-2026,12-03-2025,47,Yes,84,Rack A
MED1120,Paracetamol,Tablet,98,390.71,Wellness Pharma,02-07-2028,08-10-2025,12,No,220,Shelf 1
MED1121,Azithromycin,Capsule,73,441.85,HealthCare Distributors,13-06-2028,30-08-2025,71,Yes,213,Shelf 2
MED1122,Azithromycin,Syrup,210,249.33,HealthCare Distributors,22-12-2027,08-05-2025,76,No,154,Cold Storage
MED1123,Paracetamol,Syrup,41,421.51,MediSupply Co.,09-07-2028,06-12-2025,54,No,2,Shelf 1
MED1124,Cetirizine,Capsule,367,413.57,MediSupply Co.,04-02-2028,28-10-2025,88,No,32,Shelf 1
MED1125,Insulin,Syrup,435,345.27,PharmaPlus,05-02-2027,25-09-2025,73,Yes,172,Rack C
MED1126,Vitamin C,Syrup,305,36.26,Wellness Pharma,25-01-2029,30-08-2025,100,No,148,Rack C
MED1127,Paracetamol,Tablet,190,233.88,HealthCare Distributors,27-06-2026,09-04-2025,92,Yes,273,Cold Storage
MED1128,Insulin,Tablet,491,311.75,PharmaPlus,09-09-2028,04-06-2025,58,No,293,Rack A
MED1129,Omeprazole,Tablet,240,410.87,CareMed Pvt Ltd,14-06-2028,17-10-2025,40,Yes,211,Rack A
MED1130,Cetirizine,Syrup,260,250.85,HealthCare Distributors,28-09-2026,08-05-2025,38,No,4,Rack A
MED1131,Metformin,Tablet,48,58.43,Wellness Pharma,27-01-2027,27-07-2025,21,Yes,180,Rack A
MED1132,Amoxicillin,Injection,26,51.74,Apollo Meds,29-08-2027,20-03-2025,83,No,273,Cold Storage
MED1133,Paracetamol,Syrup,367,330.44,Wellness Pharma,04-05-2028,16-04-2025,91,No,143,Shelf 1
MED1134,Paracetamol,Tablet,186,408.36,MediSupply Co.,04-09-2029,28-08-2025,32,No,74,Shelf 1
MED1135,Paracetamol,Capsule,453,106.79,Wellness Pharma,23-12-2026,29-11-2025,15,Yes,290,Shelf 1
MED1136,Azithromycin,Tablet,317,371.84,Apollo Meds,07-01-2027,30-11-2025,92,No,99,Shelf 2
MED1137,Vitamin C,Syrup,187,444.11,Apollo Meds,14-03-2029,23-05-2025,13,No,142,Rack A
MED1138,Insulin,Capsule,125,415.31,CareMed Pvt Ltd,14-06-2026,04-05-2025,70,Yes,41,Rack C
MED1139,Azithromycin,Injection,227,209.11,MediSupply Co.,27-12-2026,15-03-2025,23,No,282,Rack C
MED1140,Azithromycin,Capsule,442,181.51,Wellness Pharma,18-03-2029,18-08-2025,88,No,30,Rack A
MED1141,Dolo 650,Syrup,350,156.25,MediSupply Co.,27-07-2029,03-11-2025,22,No,193,Rack C
MED1142,Dolo 650,Syrup,268,83.19,HealthCare Distributors,07-05-2026,30-10-2025,35,Yes,187,Shelf 2
MED1143,Amoxicillin,Tablet,392,314.66,Wellness Pharma,25-04-2028,24-04-2025,17,Yes,160,Shelf 2
MED1144,Omeprazole,Syrup,291,246.19,HealthCare Distributors,23-12-2026,21-01-2025,77,Yes,108,Cold Storage
MED1145,Insulin,Injection,153,296.48,Wellness Pharma,18-12-2027,30-10-2025,42,Yes,164,Rack C
MED1146,Ibuprofen,Tablet,273,466.44,CareMed Pvt Ltd,02-02-2028,27-10-2025,29,Yes,219,Shelf 1
MED1147,Insulin,Syrup,58,111.02,CareMed Pvt Ltd,09-11-2027,10-08-2025,60,No,116,Shelf 1
MED1148,Metformin,Capsule,349,149.57,PharmaPlus,25-08-2026,13-04-2025,45,No,218,Cold Storage
MED1149,Metformin,Injection,296,469.83,CareMed Pvt Ltd,08-11-2027,05-06-2025,25,Yes,292,Rack C
MED1150,Metformin,Syrup,449,74.65,MediSupply Co.,03-07-2028,04-11-2025,14,No,240,Rack B
MED1151,Paracetamol,Syrup,166,449.06,MediSupply Co.,20-12-2028,02-02-2025,99,No,226,Shelf 1
MED1152,Amoxicillin,Tablet,481,203.98,CareMed Pvt Ltd,10-07-2027,29-08-2025,36,No,64,Rack A
